comp_price_id,comp_cd,apply_ymd,siz_cd,clr_cd,mat_cd,coat_side_cnt,bdl_qty,min_qty,unit_price,note
46,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,2,,200,600,코팅(국4절)/무광코팅/양면 출력매수≥200
47,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,1,,200,300,코팅(국4절)/유광코팅/단면 출력매수≥200
48,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,2,,200,600,코팅(국4절)/유광코팅/양면 출력매수≥200
49,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,1,,250,300,코팅(국4절)/무광코팅/단면 출력매수≥250
50,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,2,,250,600,코팅(국4절)/무광코팅/양면 출력매수≥250
51,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,1,,250,300,코팅(국4절)/유광코팅/단면 출력매수≥250
52,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,2,,250,600,코팅(국4절)/유광코팅/양면 출력매수≥250
53,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,1,,300,250,코팅(국4절)/무광코팅/단면 출력매수≥300
54,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,2,,300,500,코팅(국4절)/무광코팅/양면 출력매수≥300
55,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,1,,300,250,코팅(국4절)/유광코팅/단면 출력매수≥300
56,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,2,,300,500,코팅(국4절)/유광코팅/양면 출력매수≥300
57,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,1,,400,200,코팅(국4절)/무광코팅/단면 출력매수≥400
58,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,2,,400,400,코팅(국4절)/무광코팅/양면 출력매수≥400
59,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,1,,400,200,코팅(국4절)/유광코팅/단면 출력매수≥400
60,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,2,,400,400,코팅(국4절)/유광코팅/양면 출력매수≥400
61,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,1,,500,180,코팅(국4절)/무광코팅/단면 출력매수≥500
62,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,2,,500,360,코팅(국4절)/무광코팅/양면 출력매수≥500
63,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,1,,500,180,코팅(국4절)/유광코팅/단면 출력매수≥500
64,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,2,,500,360,코팅(국4절)/유광코팅/양면 출력매수≥500
65,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,1,,700,160,코팅(국4절)/무광코팅/단면 출력매수≥700
66,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,2,,700,320,코팅(국4절)/무광코팅/양면 출력매수≥700
67,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,1,,700,160,코팅(국4절)/유광코팅/단면 출력매수≥700
68,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,2,,700,320,코팅(국4절)/유광코팅/양면 출력매수≥700
69,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,1,,900,140,코팅(국4절)/무광코팅/단면 출력매수≥900
70,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,2,,900,280,코팅(국4절)/무광코팅/양면 출력매수≥900
71,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,1,,900,140,코팅(국4절)/유광코팅/단면 출력매수≥900
72,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,2,,900,280,코팅(국4절)/유광코팅/양면 출력매수≥900
73,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,1,,1000,130,코팅(국4절)/무광코팅/단면 출력매수≥1000
74,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,2,,1000,260,코팅(국4절)/무광코팅/양면 출력매수≥1000
75,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,1,,1000,130,코팅(국4절)/유광코팅/단면 출력매수≥1000
76,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,2,,1000,260,코팅(국4절)/유광코팅/양면 출력매수≥1000
77,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,1,,1500,120,코팅(국4절)/무광코팅/단면 출력매수≥1500
78,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,2,,1500,240,코팅(국4절)/무광코팅/양면 출력매수≥1500
79,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,1,,1500,120,코팅(국4절)/유광코팅/단면 출력매수≥1500
80,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,2,,1500,240,코팅(국4절)/유광코팅/양면 출력매수≥1500
81,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,1,,2500,110,코팅(국4절)/무광코팅/단면 출력매수≥2500
82,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,2,,2500,220,코팅(국4절)/무광코팅/양면 출력매수≥2500
83,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,1,,2500,110,코팅(국4절)/유광코팅/단면 출력매수≥2500
84,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,2,,2500,220,코팅(국4절)/유광코팅/양면 출력매수≥2500
85,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,1,,5000,100,코팅(국4절)/무광코팅/단면 출력매수≥5000
86,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,2,,5000,200,코팅(국4절)/무광코팅/양면 출력매수≥5000
87,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,1,,5000,100,코팅(국4절)/유광코팅/단면 출력매수≥5000
88,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,2,,5000,200,코팅(국4절)/유광코팅/양면 출력매수≥5000
89,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,1,,1000000,100,코팅(국4절)/무광코팅/단면 출력매수≥1000000
90,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_GUK4,,,2,,1000000,200,코팅(국4절)/무광코팅/양면 출력매수≥1000000
91,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,1,,1000000,100,코팅(국4절)/유광코팅/단면 출력매수≥1000000
92,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_GUK4,,,2,,1000000,200,코팅(국4절)/유광코팅/양면 출력매수≥1000000
93,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,1,3000,코팅(3절)/무광코팅/단면 출력매수≥1
94,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,1,6000,코팅(3절)/무광코팅/양면 출력매수≥1
95,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,1,3000,코팅(3절)/유광코팅/단면 출력매수≥1
96,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,1,6000,코팅(3절)/유광코팅/양면 출력매수≥1
97,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,2,2500,코팅(3절)/무광코팅/단면 출력매수≥2
98,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,2,5000,코팅(3절)/무광코팅/양면 출력매수≥2
99,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,2,2500,코팅(3절)/유광코팅/단면 출력매수≥2
100,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,2,5000,코팅(3절)/유광코팅/양면 출력매수≥2
101,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,5,2000,코팅(3절)/무광코팅/단면 출력매수≥5
102,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,5,4000,코팅(3절)/무광코팅/양면 출력매수≥5
103,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,5,2000,코팅(3절)/유광코팅/단면 출력매수≥5
104,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,5,4000,코팅(3절)/유광코팅/양면 출력매수≥5
105,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,10,1500,코팅(3절)/무광코팅/단면 출력매수≥10
106,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,10,3000,코팅(3절)/무광코팅/양면 출력매수≥10
107,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,10,1500,코팅(3절)/유광코팅/단면 출력매수≥10
108,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,10,3000,코팅(3절)/유광코팅/양면 출력매수≥10
109,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,20,1200,코팅(3절)/무광코팅/단면 출력매수≥20
110,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,20,2400,코팅(3절)/무광코팅/양면 출력매수≥20
111,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,20,1200,코팅(3절)/유광코팅/단면 출력매수≥20
112,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,20,2400,코팅(3절)/유광코팅/양면 출력매수≥20
113,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,30,1200,코팅(3절)/무광코팅/단면 출력매수≥30
114,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,30,2400,코팅(3절)/무광코팅/양면 출력매수≥30
115,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,30,1200,코팅(3절)/유광코팅/단면 출력매수≥30
116,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,30,2400,코팅(3절)/유광코팅/양면 출력매수≥30
117,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,40,1050,코팅(3절)/무광코팅/단면 출력매수≥40
118,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,40,2100,코팅(3절)/무광코팅/양면 출력매수≥40
119,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,40,1050,코팅(3절)/유광코팅/단면 출력매수≥40
120,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,40,2100,코팅(3절)/유광코팅/양면 출력매수≥40
121,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,50,1050,코팅(3절)/무광코팅/단면 출력매수≥50
122,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,50,2100,코팅(3절)/무광코팅/양면 출력매수≥50
123,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,50,1050,코팅(3절)/유광코팅/단면 출력매수≥50
124,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,50,2100,코팅(3절)/유광코팅/양면 출력매수≥50
125,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,70,900,코팅(3절)/무광코팅/단면 출력매수≥70
126,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,70,1800,코팅(3절)/무광코팅/양면 출력매수≥70
127,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,70,900,코팅(3절)/유광코팅/단면 출력매수≥70
128,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,70,1800,코팅(3절)/유광코팅/양면 출력매수≥70
129,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,100,750,코팅(3절)/무광코팅/단면 출력매수≥100
130,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,100,1500,코팅(3절)/무광코팅/양면 출력매수≥100
131,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,100,750,코팅(3절)/유광코팅/단면 출력매수≥100
132,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,100,1500,코팅(3절)/유광코팅/양면 출력매수≥100
133,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,150,600,코팅(3절)/무광코팅/단면 출력매수≥150
134,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,150,1200,코팅(3절)/무광코팅/양면 출력매수≥150
135,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,150,600,코팅(3절)/유광코팅/단면 출력매수≥150
136,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,150,1200,코팅(3절)/유광코팅/양면 출력매수≥150
137,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,200,450,코팅(3절)/무광코팅/단면 출력매수≥200
138,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,200,900,코팅(3절)/무광코팅/양면 출력매수≥200
139,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,200,450,코팅(3절)/유광코팅/단면 출력매수≥200
140,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,200,900,코팅(3절)/유광코팅/양면 출력매수≥200
141,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,250,450,코팅(3절)/무광코팅/단면 출력매수≥250
142,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,250,900,코팅(3절)/무광코팅/양면 출력매수≥250
143,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,250,450,코팅(3절)/유광코팅/단면 출력매수≥250
144,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,250,900,코팅(3절)/유광코팅/양면 출력매수≥250
145,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,300,380,코팅(3절)/무광코팅/단면 출력매수≥300
146,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,300,760,코팅(3절)/무광코팅/양면 출력매수≥300
147,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,300,380,코팅(3절)/유광코팅/단면 출력매수≥300
148,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,300,760,코팅(3절)/유광코팅/양면 출력매수≥300
149,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,400,300,코팅(3절)/무광코팅/단면 출력매수≥400
150,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,400,600,코팅(3절)/무광코팅/양면 출력매수≥400
151,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,400,300,코팅(3절)/유광코팅/단면 출력매수≥400
152,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,400,600,코팅(3절)/유광코팅/양면 출력매수≥400
153,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,500,270,코팅(3절)/무광코팅/단면 출력매수≥500
154,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,500,540,코팅(3절)/무광코팅/양면 출력매수≥500
155,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,500,270,코팅(3절)/유광코팅/단면 출력매수≥500
156,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,500,540,코팅(3절)/유광코팅/양면 출력매수≥500
157,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,700,240,코팅(3절)/무광코팅/단면 출력매수≥700
158,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,700,480,코팅(3절)/무광코팅/양면 출력매수≥700
159,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,700,240,코팅(3절)/유광코팅/단면 출력매수≥700
160,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,700,480,코팅(3절)/유광코팅/양면 출력매수≥700
161,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,900,210,코팅(3절)/무광코팅/단면 출력매수≥900
162,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,900,420,코팅(3절)/무광코팅/양면 출력매수≥900
163,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,900,210,코팅(3절)/유광코팅/단면 출력매수≥900
164,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,900,420,코팅(3절)/유광코팅/양면 출력매수≥900
165,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,1000,200,코팅(3절)/무광코팅/단면 출력매수≥1000
166,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,1000,400,코팅(3절)/무광코팅/양면 출력매수≥1000
167,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,1000,200,코팅(3절)/유광코팅/단면 출력매수≥1000
168,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,1000,400,코팅(3절)/유광코팅/양면 출력매수≥1000
169,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,1500,180,코팅(3절)/무광코팅/단면 출력매수≥1500
170,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,1500,360,코팅(3절)/무광코팅/양면 출력매수≥1500
171,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,1500,180,코팅(3절)/유광코팅/단면 출력매수≥1500
172,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,1500,360,코팅(3절)/유광코팅/양면 출력매수≥1500
173,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,2500,170,코팅(3절)/무광코팅/단면 출력매수≥2500
174,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,2500,340,코팅(3절)/무광코팅/양면 출력매수≥2500
175,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,2500,170,코팅(3절)/유광코팅/단면 출력매수≥2500
176,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,2500,340,코팅(3절)/유광코팅/양면 출력매수≥2500
177,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,5000,150,코팅(3절)/무광코팅/단면 출력매수≥5000
178,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,5000,300,코팅(3절)/무광코팅/양면 출력매수≥5000
179,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,5000,150,코팅(3절)/유광코팅/단면 출력매수≥5000
180,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,5000,300,코팅(3절)/유광코팅/양면 출력매수≥5000
181,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,1,,1000000,150,코팅(3절)/무광코팅/단면 출력매수≥1000000
182,COMP_COAT_MATTE,2026-06-01,SIZ_PENDING_3JEOL,,,2,,1000000,300,코팅(3절)/무광코팅/양면 출력매수≥1000000
183,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,1,,1000000,150,코팅(3절)/유광코팅/단면 출력매수≥1000000
184,COMP_COAT_GLOSSY,2026-06-01,SIZ_PENDING_3JEOL,,,2,,1000000,300,코팅(3절)/유광코팅/양면 출력매수≥1000000
185,COMP_PRINT_DIGITAL_S1,2026-06-01,SIZ_PENDING_GUK4,CLR_000002,,,,1,3000,"디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥1 (별색=공정,clr=NULL)"
186,COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_PENDING_GUK4,CLR_000002,,,,1,4000,"디지털인쇄 출력비(국4절)/흑백(1도)/양면 출력매수≥1 (별색=공정,clr=NULL)"
