sheet,key,change_type,column,before,after,cell_ref,target_entity,target_column,live_prd_cd,apply_class,confidence,note
스티커,14546,MODIFIED,커팅(옵션),정사각 30 x 30mm (2EA),,스티커!N146,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx15]"
스티커,14546,MODIFIED,커팅(옵션),정사각 35 x 35mm (2EA),,스티커!N147,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx16]"
스티커,14546,MODIFIED,커팅(옵션),정사각 40 x 40mm (2EA),,스티커!N148,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx17]"
스티커,14546,MODIFIED,커팅(옵션),정사각 45 x 45mm (1EA),,스티커!N149,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx18]"
스티커,14546,MODIFIED,커팅(옵션),정사각 50 x 50mm (1EA),,스티커!N150,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx19]"
스티커,14546,MODIFIED,커팅(옵션),정사각 55 x 55mm (1EA),,스티커!N151,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx20]"
스티커,14546,MODIFIED,커팅(옵션),정사각 60 x 60mm (1EA),,스티커!N152,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx21]"
스티커,14546,MODIFIED,커팅(옵션),정사각 90 x 90mm (1EA),,스티커!N153,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx22]"
스티커,14546,MODIFIED,커팅(옵션),직사각 35 x 25mm (2EA),,스티커!N154,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx23]"
스티커,14546,MODIFIED,커팅(옵션),직사각 40 x 30mm (2EA),,스티커!N155,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx24]"
스티커,14546,MODIFIED,커팅(옵션),직사각 42 x 20mm (2EA),,스티커!N156,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx25]"
스티커,14546,MODIFIED,커팅(옵션),직사각 50 x 20mm (2EA),,스티커!N157,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx26]"
스티커,14546,MODIFIED,커팅(옵션),직사각 50 x 30mm (2EA),,스티커!N158,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx27]"
스티커,14546,MODIFIED,커팅(옵션),직사각 55 x 15mm (2EA),,스티커!N159,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx28]"
스티커,14546,MODIFIED,커팅(옵션),직사각 55 x 20mm (2EA),,스티커!N160,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx29]"
스티커,14546,MODIFIED,커팅(옵션),직사각 55 x 24mm (2EA),,스티커!N161,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx30]"
스티커,14546,MODIFIED,커팅(옵션),직사각 55 x 33mm (2EA),,스티커!N162,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx31]"
스티커,14546,MODIFIED,커팅(옵션),직사각 90 x 40mm (2EA),,스티커!N163,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx32]"
스티커,14546,MODIFIED,커팅(옵션),직사각 90 x 50mm (1EA),,스티커!N164,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx33]"
스티커,14546,MODIFIED,커팅(옵션),직사각 90 x 60mm (1EA),,스티커!N165,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx34]"
스티커,14546,MODIFIED,커팅(옵션),직사각 90 x 70mm (1EA),,스티커!N166,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx35]"
스티커,14546,MODIFIED,커팅(옵션),직사각 90 x 80mm (1EA),,스티커!N167,t_prd_product_option_groups/options,(커팅 옵션 텍스트 제거),PRD_000066,ESCALATE,HIGH,"합판도무송스티커 커팅옵션 텍스트 제거. 라이브는 커팅을 size로 적재(정사각NxN(EA)), 커팅 옵션그룹 없음. 옵션레이어 설계/논리 검토 필요. [prd_nm=합판도무송스티커 vidx36]"
굿즈파우치(가격포함),14617,MODIFIED,사이즈(필수),A5용 (164 x 230 mm),,굿즈파우치!N76,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000215,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=클립보드 vidx0]
굿즈파우치(가격포함),14617,MODIFIED,상품(옵션),,A5용 (164 x 230 mm),굿즈파우치!N76,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000215,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=클립보드 vidx0]
굿즈파우치(가격포함),14617,MODIFIED,사이즈(필수),A4용 (230 x 330 mm),,굿즈파우치!N77,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000215,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=클립보드 vidx1]
굿즈파우치(가격포함),14617,MODIFIED,상품(옵션),,A4용 (230 x 330 mm),굿즈파우치!N77,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000215,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=클립보드 vidx1]
굿즈파우치(가격포함),14618,MODIFIED,사이즈(필수),A5용,,굿즈파우치!N78,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000216,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=투명클립보드 vidx0]
굿즈파우치(가격포함),14618,MODIFIED,상품(옵션),,A5용,굿즈파우치!N78,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000216,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=투명클립보드 vidx0]
굿즈파우치(가격포함),14618,MODIFIED,사이즈(필수),A4용,,굿즈파우치!N79,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000216,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=투명클립보드 vidx1]
굿즈파우치(가격포함),14618,MODIFIED,상품(옵션),,A4용,굿즈파우치!N79,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000216,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=투명클립보드 vidx1]
굿즈파우치(가격포함),14619,MODIFIED,사이즈(필수),원형 13x13mm,,굿즈파우치!N80,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000217,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=만년스탬프 vidx0]
굿즈파우치(가격포함),14619,MODIFIED,상품(옵션),,원형 13x13mm,굿즈파우치!N80,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000217,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=만년스탬프 vidx0]
굿즈파우치(가격포함),14619,MODIFIED,사이즈(필수),원형 19x19mm,,굿즈파우치!N81,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000217,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=만년스탬프 vidx1]
굿즈파우치(가격포함),14619,MODIFIED,상품(옵션),,원형 19x19mm,굿즈파우치!N81,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000217,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=만년스탬프 vidx1]
굿즈파우치(가격포함),14619,MODIFIED,사이즈(필수),원형 24x24mm,,굿즈파우치!N82,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000217,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=만년스탬프 vidx2]
굿즈파우치(가격포함),14619,MODIFIED,상품(옵션),,원형 24x24mm,굿즈파우치!N82,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000217,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=만년스탬프 vidx2]
굿즈파우치(가격포함),14619,MODIFIED,사이즈(필수),원형 35x35mm,,굿즈파우치!N83,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000217,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=만년스탬프 vidx3]
굿즈파우치(가격포함),14619,MODIFIED,상품(옵션),,원형 35x35mm,굿즈파우치!N83,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000217,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=만년스탬프 vidx3]
굿즈파우치(가격포함),14619,MODIFIED,사이즈(필수),사각 30x30mm,,굿즈파우치!N84,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000217,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=만년스탬프 vidx4]
굿즈파우치(가격포함),14619,MODIFIED,상품(옵션),,사각 30x30mm,굿즈파우치!N84,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000217,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=만년스탬프 vidx4]
굿즈파우치(가격포함),14619,MODIFIED,사이즈(필수),사각 67x32mm,,굿즈파우치!N85,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000217,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=만년스탬프 vidx5]
굿즈파우치(가격포함),14619,MODIFIED,상품(옵션),,사각 67x32mm,굿즈파우치!N85,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000217,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=만년스탬프 vidx5]
굿즈파우치(가격포함),14619,MODIFIED,사이즈(필수),사각 78x28mm,,굿즈파우치!N86,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000217,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=만년스탬프 vidx6]
굿즈파우치(가격포함),14619,MODIFIED,상품(옵션),,사각 78x28mm,굿즈파우치!N86,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000217,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=만년스탬프 vidx6]
굿즈파우치(가격포함),14619,MODIFIED,사이즈(필수),A5,,굿즈파우치!N88,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000217,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=만년스탬프 vidx7]
굿즈파우치(가격포함),14619,MODIFIED,상품(옵션),,A5,굿즈파우치!N88,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),PRD_000217,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=만년스탬프 vidx7]
굿즈파우치(가격포함),14620,MODIFIED,사이즈(필수),2개1팩,,굿즈파우치!N75,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=자석북마크 vidx0]
굿즈파우치(가격포함),14620,MODIFIED,상품(옵션),,2개1팩,굿즈파우치!N75,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=자석북마크 vidx0]
굿즈파우치(가격포함),14623,MODIFIED,사이즈(필수),미니틴케이스,,굿즈파우치!N74,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=틴케이스 vidx0]
굿즈파우치(가격포함),14623,MODIFIED,상품(옵션),,미니틴케이스,굿즈파우치!N74,t_prd_product_option_groups/options/option_items,(차원행 size -> CPQ 옵션레이어 재분류),,ESCALATE,HIGH,size를 CPQ 옵션으로 재분류. 라이브 옵션레이어 미적재(items=18=silsa만). dbm-cpq-option-mapping L2 설계 필요. 기계적 size 삭제 금지(price/size 사슬 파손). [prd_nm=틴케이스 vidx0]
