sheet,key,change_type,column,before,after,cell_ref,target_entity,target_column,live_prd_cd,apply_class,confidence,note
아크릴,14636,MODIFIED,사이즈(필수),60 x 70 mm,,아크릴!B153,t_prd_product_sizes (+ 변형행),사이즈(필수),PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx25]
아크릴,14636,MODIFIED,가공(옵션)_가공,파츠(디자인B),,아크릴!B154,t_prd_product_sizes (+ 변형행),가공(옵션)_가공,PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx26]
아크릴,14636,MODIFIED,사이즈(필수),60 x 80 mm,,아크릴!B154,t_prd_product_sizes (+ 변형행),사이즈(필수),PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx26]
아크릴,14636,MODIFIED,가공(옵션)_가공,파츠(디자인C),,아크릴!B155,t_prd_product_sizes (+ 변형행),가공(옵션)_가공,PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx27]
아크릴,14636,MODIFIED,사이즈(필수),60 x 90 mm,,아크릴!B155,t_prd_product_sizes (+ 변형행),사이즈(필수),PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx27]
아크릴,14636,MODIFIED,사이즈(필수),60 x 100 mm,,아크릴!B156,t_prd_product_sizes (+ 변형행),사이즈(필수),PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx28]
아크릴,14636,MODIFIED,사이즈(필수),60 x 110 mm,,아크릴!B157,t_prd_product_sizes (+ 변형행),사이즈(필수),PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx29]
아크릴,14636,MODIFIED,가격,2300,,아크릴!B159,t_prd_product_sizes (+ 변형행),가격,PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx30]
아크릴,14636,MODIFIED,가공(옵션)_가격,500,,아크릴!B159,t_prd_product_sizes (+ 변형행),가공(옵션)_가격,PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx30]
아크릴,14636,MODIFIED,가공(옵션)_가공,투명,,아크릴!B159,t_prd_product_sizes (+ 변형행),가공(옵션)_가공,PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx30]
아크릴,14636,MODIFIED,사이즈(필수),15mm x 15mm,,아크릴!B159,t_prd_product_sizes (+ 변형행),사이즈(필수),PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx30]
아크릴,14636,MODIFIED,상품명,지비츠★,,아크릴!B159,t_prd_product_sizes (+ 변형행),상품명,PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx30]
아크릴,14636,MODIFIED,소재(필수),투명아크릴(3T)◀,,아크릴!B159,t_prd_product_sizes (+ 변형행),소재(필수),PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx30]
아크릴,14636,MODIFIED,인쇄사양,투명테두리★,,아크릴!B159,t_prd_product_sizes (+ 변형행),인쇄사양,PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx30]
아크릴,14636,MODIFIED,제작수량(필수)_증가,●,,아크릴!B159,t_prd_product_sizes (+ 변형행),제작수량(필수)_증가,PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx30]
아크릴,14636,MODIFIED,제작수량(필수)_최소,●,,아크릴!B159,t_prd_product_sizes (+ 변형행),제작수량(필수)_최소,PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx30]
아크릴,14636,MODIFIED,추가상품(옵션)_추가가격,500,,아크릴!B159,t_prd_product_sizes (+ 변형행),추가상품(옵션)_추가가격,PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx30]
아크릴,14636,MODIFIED,가격,2300,,아크릴!B160,t_prd_product_sizes (+ 변형행),가격,PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx31]
아크릴,14636,MODIFIED,사이즈(필수),20mm x 20mm,,아크릴!B160,t_prd_product_sizes (+ 변형행),사이즈(필수),PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx31]
아크릴,14636,MODIFIED,제작수량(필수)_증가,●,,아크릴!B160,t_prd_product_sizes (+ 변형행),제작수량(필수)_증가,PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx31]
아크릴,14636,MODIFIED,가격,2800,,아크릴!B161,t_prd_product_sizes (+ 변형행),가격,PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx32]
아크릴,14636,MODIFIED,사이즈(필수),25mm x 25mm,,아크릴!B161,t_prd_product_sizes (+ 변형행),사이즈(필수),PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx32]
아크릴,14636,MODIFIED,제작수량(필수)_증가,●,,아크릴!B161,t_prd_product_sizes (+ 변형행),제작수량(필수)_증가,PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx32]
아크릴,14636,MODIFIED,가격,3100,,아크릴!B162,t_prd_product_sizes (+ 변형행),가격,PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx33]
아크릴,14636,MODIFIED,사이즈(필수),30mm x 30mm,,아크릴!B162,t_prd_product_sizes (+ 변형행),사이즈(필수),PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx33]
아크릴,14636,MODIFIED,제작수량(필수)_증가,●,,아크릴!B162,t_prd_product_sizes (+ 변형행),제작수량(필수)_증가,PRD_000163,ESCALATE,LOW,아크릴미니파츠 변형행 -16(34->18). 위치정렬 LOW 신뢰(tail-shift 유령 가능). 라이브 size 1행뿐. 변형행 감축은 사람 판단(논리삭제 후보). [prd_nm=아크릴미니파츠 vidx33]
