sheet,type,row_seq,ref,col,fill_rgb,fill_meaning,font_rgb,comment_author,comment_text,has_constraint_star,text
실사,cell,72,S72,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,73,E73,사이즈(필수),FFB7B7B7,,,,,,
실사,cell,73,F73,비규격(최소/최대)_가로,FFB7B7B7,,,,,,
실사,cell,73,G73,비규격(최소/최대)_세로,FFB7B7B7,,,,,,
실사,cell,73,H73,파일사양_블리드,FFB7B7B7,,,,,,
실사,cell,73,I73,파일사양_작업사이즈,FFB7B7B7,,,,,,
실사,cell,73,J73,파일사양_재단사이즈,FFB7B7B7,,,,,,
실사,cell,73,K73,파일사양_출력용지규격,FFB7B7B7,,,,,,
실사,cell,73,L73,파일사양_파일명약어,FFB7B7B7,,,,,,
실사,cell,73,M73,파일사양_출력파일,FFB7B7B7,,,,,,
실사,cell,73,O73,주문방법(필수)_업로드,FFB7B7B7,,,,,,
실사,cell,73,P73,주문방법(필수)_편집기,FFB7B7B7,,,,,,
실사,cell,73,Q73,소재(필수),FFB7B7B7,,,,,,
실사,cell,73,R73,price,FFB7B7B7,,,,,,
실사,cell,73,S73,"price
(vat포함)",FFB7B7B7,,FFFF0000,,,,
실사,cell,75,R75,price,FF92CDDC,,,,,,
실사,cell,75,S75,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,76,R76,price,FF92CDDC,,,,,,
실사,cell,76,S76,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,76,AD76,COMMENT,,,FFFF9900,,,,
실사,cell,77,E77,사이즈(필수),FFCCCCCC,,,,,,
실사,cell,77,F77,비규격(최소/최대)_가로,FFCCCCCC,,,,,,
실사,cell,77,G77,비규격(최소/최대)_세로,FFCCCCCC,,,,,,
실사,cell,77,H77,파일사양_블리드,FFCCCCCC,,,,,,
실사,cell,77,I77,파일사양_작업사이즈,FFCCCCCC,,,,,,
실사,cell,77,J77,파일사양_재단사이즈,FFCCCCCC,,,,,,
실사,cell,77,K77,파일사양_출력용지규격,FFCCCCCC,,,,,,
실사,cell,77,L77,파일사양_파일명약어,FFCCCCCC,,,,,,
실사,cell,77,M77,파일사양_출력파일,FFCCCCCC,,,,,,
실사,cell,77,O77,주문방법(필수)_업로드,FFCCCCCC,,,,,,
실사,cell,77,P77,주문방법(필수)_편집기,FFCCCCCC,,,,,,
실사,cell,77,Q77,소재(필수),FFCCCCCC,,,,,,
실사,cell,77,R77,price,FFCCCCCC,,,,,,
실사,cell,77,S77,"price
(vat포함)",FFCCCCCC,,FFFF0000,,,,
실사,cell,79,R79,price,FF92CDDC,,,,,,
실사,cell,79,S79,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,80,R80,price,FF92CDDC,,,,,,
실사,cell,80,S80,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,80,AD80,COMMENT,,,FFFF9900,,,,
실사,cell,81,R81,price,FF92CDDC,,,,,,
실사,cell,81,S81,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,82,R82,price,FF92CDDC,,,,,,
실사,cell,82,S82,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,83,R83,price,FF92CDDC,,,,,,
실사,cell,83,S83,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,84,R84,price,FF92CDDC,,,,,,
실사,cell,84,S84,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,86,S86,"price
(vat포함)",FFDAEEF3,,,,,,
실사,cell,87,S87,"price
(vat포함)",FFDAEEF3,,,,,,
실사,cell,87,AD87,COMMENT,,,FFFF0000,,,,
실사,cell,88,S88,"price
(vat포함)",FFDAEEF3,,,,,,
실사,cell,88,AD88,COMMENT,,,FFFF9900,,,,
실사,cell,90,F90,비규격(최소/최대)_가로,,,FFFF0000,,,,
실사,cell,90,G90,비규격(최소/최대)_세로,,,FFFF0000,,,,
실사,cell,90,R90,price,FF92CDDC,,FFFF0000,,,,
실사,cell,90,S90,"price
(vat포함)",FF92CDDC,,FFFF0000,,,,
실사,cell,91,R91,price,FF92CDDC,,FFFF0000,,,,
실사,cell,91,S91,"price
(vat포함)",FF92CDDC,,FFFF0000,,,,
실사,cell,92,R92,price,FF92CDDC,,FFFF0000,,,,
실사,cell,92,S92,"price
(vat포함)",FF92CDDC,,FFFF0000,,,,
실사,cell,94,R94,price,FF92CDDC,,,,,,
실사,cell,94,S94,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,94,W94,가공(옵션)_가공,,,,,레이어창,,
실사,cell,94,Y94,추가(옵션)_추가,,,,,레이어창,,
실사,cell,95,R95,price,FF92CDDC,,,,,,
실사,cell,95,S95,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,95,AD95,COMMENT,,,FFFF9900,,,,
실사,cell,96,R96,price,FF92CDDC,,,,,,
실사,cell,96,S96,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,97,R97,price,FF92CDDC,,,,,,
실사,cell,97,S97,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,98,R98,price,FF92CDDC,,,,,,
실사,cell,98,S98,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,98,U98,코팅(옵션),,,,,레이어창,,
실사,cell,100,R100,price,FF92CDDC,,,,,,
실사,cell,100,S100,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,104,R104,price,FF92CDDC,,,,,,
실사,cell,104,S104,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,108,R108,price,FF92CDDC,,,,,,
실사,cell,108,S108,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,108,V108,price(V),FF93CDDD,,FFFF0000,,,,
실사,cell,108,Z108,추가(옵션)_추가옵션가격,,,FFFF9900,,,,
실사,cell,109,R109,price,FF92CDDC,,,,,,
실사,cell,109,S109,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,109,V109,price(V),FF93CDDD,,FFFF0000,,,,
실사,cell,110,V110,price(V),FF93CDDD,,FFFF0000,,,,
실사,cell,111,V111,price(V),FF93CDDD,,FFFF0000,,,,
실사,cell,113,V113,price(V),FF93CDDD,,FFFF0000,,,,
실사,cell,115,R115,price,FF92CDDC,,,,,,
실사,cell,115,S115,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,115,V115,price(V),FF93CDDD,,,,,,
실사,cell,116,R116,price,FF92CDDC,,,,,,
실사,cell,116,S116,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,116,V116,price(V),FF93CDDD,,FFFF0000,,,,
실사,cell,117,R117,price,FF92CDDC,,,,,,
실사,cell,117,S117,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,117,V117,price(V),FF93CDDD,,FFFF0000,,,,
실사,cell,118,R118,price,FF92CDDC,,,,,,
실사,cell,118,S118,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,118,V118,price(V),FF93CDDD,,FFFF0000,,,,
실사,cell,120,R120,price,FF92CDDC,,,,,,
실사,cell,120,S120,"price
(vat포함)",FF92CDDC,,,,,,
실사,cell,121,R121,price,FF92CDDC,,,,,,
실사,cell,121,S121,"price
(vat포함)",FF92CDDC,,,,,,
실사,cell,122,R122,price,FF92CDDC,,,,,,
실사,cell,122,S122,"price
(vat포함)",FF92CDDC,,,,,,
실사,cell,124,R124,price,FF92CDDC,,,,,,
실사,cell,124,S124,"price
(vat포함)",FF92CDDC,,,,,,
실사,cell,125,R125,price,FF92CDDC,,,,,,
실사,cell,125,S125,"price
(vat포함)",FF92CDDC,,,,,,
실사,cell,126,R126,price,FF92CDDC,,,,,,
실사,cell,126,S126,"price
(vat포함)",FF92CDDC,,,,,,
실사,cell,128,R128,price,FF92CDDC,,,,,,
실사,cell,128,S128,"price
(vat포함)",FF92CDDC,,,,,,
실사,cell,129,R129,price,FF92CDDC,,,,,,
실사,cell,129,S129,"price
(vat포함)",FF92CDDC,,,,,,
실사,cell,130,R130,price,FF92CDDC,,,,,,
실사,cell,130,S130,"price
(vat포함)",FF92CDDC,,,,,,
실사,cell,131,R131,price,FF92CDDC,,,,,,
실사,cell,131,S131,"price
(vat포함)",FF92CDDC,,,,,,
실사,cell,133,R133,price,FF92CDDC,,,,,,
실사,cell,133,S133,"price
(vat포함)",FF92CDDC,,,,,,
실사,cell,134,R134,price,FF92CDDC,,,,,,
실사,cell,134,S134,"price
(vat포함)",FF92CDDC,,,,,,
실사,cell,135,R135,price,FF92CDDC,,,,,,
실사,cell,135,S135,"price
(vat포함)",FF92CDDC,,,,,,
실사,cell,136,R136,price,FF92CDDC,,,,,,
실사,cell,136,S136,"price
(vat포함)",FF92CDDC,,,,,,
실사,cell,138,R138,price,FF92CDDC,,,,,,
실사,cell,138,S138,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,139,R139,price,FF92CDDC,,,,,,
실사,cell,139,S139,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,140,R140,price,FF92CDDC,,,,,,
실사,cell,140,S140,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,142,R142,price,FF92CDDC,,,,,,
실사,cell,142,S142,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,143,R143,price,FF92CDDC,,,,,,
실사,cell,143,S143,"price
(vat포함)",FF93CDDD,,FFFF0000,,,,
실사,cell,147,C147,MES ITEM_CD,FFB6D7A8,,,,,,
