row_id,daebun,jungbun,track,step,title,status,owner,in_canon
STD-OPT-009,옵션·견적,옵션축,T2,B2,평량(g/㎡) 선택,작동,서희항,Y
STD-OPT-010,옵션·견적,옵션축,T2,B2,비종이 소재 선택(아크릴·PVC·패브릭 등),작동,서희항,Y
STD-OPT-011,옵션·견적,옵션축,T2,B2,인쇄도수 선택(단면/양면·4도/8도·1도),작동,서희항,Y
STD-OPT-012,옵션·견적,옵션축,T2,B2,별색(spot color) 선택,작동,서희항,Y
STD-OPT-013,옵션·견적,옵션축,T2,B2,화이트/UV white 언더베이스 선택,작동,서희항,Y
STD-OPT-014,옵션·견적,옵션축,T2,B2,규격 사이즈 선택(프리셋),작동,서희항,Y
STD-OPT-015,옵션·견적,옵션축,T2,B2,비규격 사이즈 직접입력(재단 가로·세로),작동,서희항,Y
STD-OPT-016,옵션·견적,옵션축,T2,B2,작업 사이즈 입력·자동 도출(도련 포함),부분,서희항,Y
STD-OPT-017,옵션·견적,옵션축,T2,B2,수량 선택(구간 프리셋 + 직접입력),작동,서희항,Y
STD-OPT-018,옵션·견적,옵션축,T2,B2,건수(디자인 종류 수) 입력 및 총량 = 건수×수량 규칙 표시,작동,서희항,Y
STD-OPT-019,옵션·견적,옵션축,T2,B2,페이지 수 입력(책자류 필수 축),부분,서희항,Y
STD-OPT-020,옵션·견적,옵션축,T2,B2,표지/내지/간지 용지 개별 선택,작동,서희항,Y
STD-OPT-021,옵션·견적,옵션축,T2,B2,표지/내지 인쇄도수 개별 선택,작동,서희항,Y
STD-OPT-022,옵션·견적,옵션축,T2,B2,제본 방식 선택(중철·무선·PUR·트윈링·하드커버),작동,서희항,Y
STD-OPT-023,옵션·견적,옵션축,T2,B2,제본 방향 선택(좌철/상철 × 세로/가로),작동,서희항,Y
STD-OPT-024,옵션·견적,후가공,T2,B2,코팅 선택(무광/유광 × 단면/양면),부분,서희항,Y
STD-OPT-025,옵션·견적,후가공,T2,B2,박 선택(색상 다종 × 면 × 크기 × 내용같음/틀림),부분,서희항,Y
STD-OPT-026,옵션·견적,후가공,T2,B2,형압(양각/음각) 선택,부분,서희항,Y
STD-OPT-027,옵션·견적,후가공,T2,B2,오시 선택(줄 수 × 방향),부분,서희항,Y
STD-OPT-028,옵션·견적,후가공,T2,B2,미싱 선택,부분,서희항,Y
STD-OPT-029,옵션·견적,후가공,T2,B2,타공 선택(직경 × 개수 × 위치),부분,서희항,Y
STD-OPT-030,옵션·견적,후가공,T2,B2,귀돌이/라운딩 선택(반경 × 모서리 위치),부분,서희항,Y
STD-OPT-031,옵션·견적,후가공,T2,B2,도무송(전체/부분·모양·개수) 선택,작동,서희항,Y
STD-OPT-032,옵션·견적,후가공,T2,B2,넘버링(일반/난수 × 자릿수 × 개수) 선택,미착수,서희항,Y
STD-OPT-033,옵션·견적,후가공,T2,B2,부분UV/에폭시 선택,부분,서희항,Y
STD-OPT-034,옵션·견적,부자재,T2,B2,부자재 선택(케이스·폴리백·포장),작동,서희항,Y
STD-OPT-035,옵션·견적,부자재,T2,B2,상품별 기본제공 부자재 규칙 표시,미착수,서희항,Y
STD-OPT-036,옵션·견적,부자재,T2,B2,추가상품(악세사리) 템플릿 묶음 선택,작동,서희항,Y
STD-OPT-037,옵션·견적,제약,T2,A3,옵션 조합 제약 규칙 평가(불가 조합 차단·사유 표시),부분,서희항,Y
STD-OPT-038,옵션·견적,제약,T2,A3,자재→가능 인쇄방식 게이팅,부분,서희항,Y
STD-OPT-039,옵션·견적,제약,T2,A3,공정 택일 그룹(상호배타) 처리,부분,서희항,Y
STD-OPT-040,옵션·견적,제약,T2,A3,필수 동반 옵션 강제(예 인쇄없음 시 후가공 필수),부분,서희항,Y
STD-OPT-041,옵션·견적,제약,T2,A3,수량 최소/최대/증분 검증,작동,서희항,Y
STD-OPT-042,옵션·견적,제약,T2,A3,사이즈 범위·비율 검증(매트릭스 밖 사이즈 차단),부분,서희항,Y
STD-OPT-043,옵션·견적,가격,T2,A2,옵션 변경 시 실시간 재견적,작동,서희항,Y
STD-OPT-044,옵션·견적,가격,T2,A2,서버 권위 가격 계산(클라이언트 계산 금지),작동,서희항,Y
STD-OPT-045,옵션·견적,가격,T2,A2,가격 0원/계산불가 상태 처리 및 사용자 안내,부분,최숙진,Y
STD-OPT-046,옵션·견적,가격,T2,A2,가격 내역 분해 표시(인쇄비·후가공비·부가세),작동,서희항,Y
STD-OPT-047,옵션·견적,가격,T2,A2,수량구간 할인 적용,작동,서희항,Y
STD-OPT-048,옵션·견적,가격,T2,A2,면적 기반 가격 계산(실사·현수막·아크릴),부분,서희항,Y
STD-OPT-049,옵션·견적,가격,T2,A2,원자합산형 가격 계산(디지털인쇄),작동,서희항,Y
STD-OPT-050,옵션·견적,가격,T2,A2,고정가형 가격 계산(수량×옵션),부분,서희항,Y
STD-OPT-051,옵션·견적,가격,T2,A2,셋트/부품조립 상품 합산 가격 계산,부분,서희항,Y
STD-OPT-052,옵션·견적,가격,T2,A2,판걸이수 기반 판형 원가 반영,작동,서희항,Y
STD-OPT-053,옵션·견적,견적,T2,B2,견적 결과 저장(옵션보관함),미착수,서희항,Y
STD-OPT-054,옵션·견적,견적,T2,B2,견적서 PDF/출력물 발급,미착수,서희항,Y
STD-OPT-055,옵션·견적,견적,T2,B2,대량주문 견적 문의 접수,미착수,김동학,Y
STD-OPT-056,,,T2,B2,캘린더 가공·장수(월수) 선택,구현-미검증,김동학,N
STD-OPT-057,,,T3,A5,규격 가이드 모달(사이즈 안내 팝업),미착수,김동학+최숙진,N
STD-OPT-058,,,T3,A5,주문가능 자재(용지) 목록 모달,미착수,김동학+최숙진,N
STD-ART-001,원고·파일,업로드,T2,B3,인쇄원고 파일 업로드(PDF/AI/EPS),작동,서희항,Y
STD-ART-002,원고·파일,업로드,T2,B3,대용량 파일 분할/재개 업로드,구현-미검증,서희항,Y
STD-ART-003,원고·파일,업로드,T2,B3,업로드 진행률·실패 재시도,부분,서희항,Y
STD-ART-004,원고·파일,업로드,T2,B3,건수별 개별 파일 업로드(디자인 N종),부분,서희항,Y
STD-ART-005,원고·파일,업로드,T2,B3,앞면/뒷면 파일 분리 업로드,부분,서희항,Y
STD-ART-006,원고·파일,업로드,T2,B3,주문 이후 파일 업로드 경로(결제 후 입고),부분,서희항,Y
STD-ART-007,원고·파일,업로드,T2,B3,파일 재업로드·버전 이력 보관,부분,서희항,Y
STD-ART-019,원고·파일,미리보기,T2,B3,업로드 파일 썸네일·PDF 미리보기,미착수,서희항,Y
STD-ART-020,원고·파일,미리보기,T2,B3,재단선 오버레이 미리보기,미착수,서희항,Y
STD-ART-021,원고·파일,에디터,T2,B3,온라인 디자인 에디터 진입,부분,서희항,Y
STD-ART-022,원고·파일,에디터,T2,B3,에디터 템플릿 선택·불러오기,작동,서희항,Y
STD-ART-023,원고·파일,에디터,T2,B3,에디터 작업물 저장·재편집,미착수,서희항,Y
STD-ART-024,원고·파일,에디터,T2,B3,에디터 산출물 인쇄용 파일 변환·주문 연결,부분,서희항,Y
STD-ART-025,원고·파일,에디터,T2,B3,선택 옵션(사이즈·페이지)과 에디터 캔버스 동기화,부분,서희항,Y
STD-ART-026,원고·파일,보관,T4,C2,고객 파일 보관기간 정책 적용·만료 삭제,미착수,미정,Y
STD-ART-027,원고·파일,보관,T4,C2,과거 주문 파일 재사용 재주문,미착수,서희항+김동학,Y
STD-ART-029,,,T2,B3,가변데이터 인쇄(VDP) 데이터 업로드·병합,미착수,김동학,N
STD-ART-030,,,T2,B3,「옵션 조합에 연결된 편집기 템플릿 없음」 오류 — 에디쿠스 템플릿 연결 점검,미착수,서희항,N
STD-ART-031,,,T2,B3,삭제된 사이즈 코드가 연결된 템플릿 전수조사(800여 개 중 노출 대상 선별),미착수,서희항,N
STD-ART-032,,,T2,B3,에디쿠스 테스트용 단순 상품(메모패드 등) 제공,미착수,서희항,N
STD-ORD-001,장바구니·주문,장바구니,T3,B4,장바구니 담기(인쇄옵션+파일 동반),작동,김동학,Y
STD-ORD-002,장바구니·주문,장바구니,T3,B4,장바구니 조회,작동,김동학,Y
STD-ORD-003,장바구니·주문,장바구니,T3,B4,장바구니 수량/옵션 수정,작동,김동학,Y
STD-ORD-004,장바구니·주문,장바구니,T3,B4,장바구니 항목 삭제,작동,김동학,Y
STD-ORD-005,장바구니·주문,장바구니,T3,B4,선택 상품 금액 계산,작동,김동학,Y
STD-ORD-006,장바구니·주문,장바구니,T3,B4,구매가능 검증(결제 전 sanity),부분,김동학,Y
STD-ORD-007,장바구니·주문,장바구니,T3,B4,비회원 장바구니 계산(비영속),작동,김동학,Y
STD-ORD-008,장바구니·주문,장바구니,T3,B4,장바구니 인쇄사양 요약 표시,작동,김동학,Y
STD-ORD-009,장바구니·주문,주문서,T3,B6,주문서 작성,작동,김동학,Y
STD-ORD-010,장바구니·주문,주문서,T3,B6,주문서 조회,작동,김동학,Y
STD-ORD-011,장바구니·주문,주문서,T3,B6,쿠폰·배송지 반영 최종 금액 계산,부분,김동학,Y
STD-ORD-012,장바구니·주문,주문서,T3,B6,주문자/수령자 정보 입력,작동,김동학,Y
STD-ORD-013,장바구니·주문,주문서,T3,B6,배송지 주소 검색(우편번호),작동,김동학,Y
STD-ORD-014,장바구니·주문,주문서,T3,B6,배송 요청사항 입력,미착수,김동학,Y
STD-ORD-015,장바구니·주문,주문서,T3,B6,나중배송(배송지 미입력) 주문,미착수,김동학,Y
STD-ORD-016,장바구니·주문,주문서,T3,B6,주문 제목/작업명 입력,부분,김동학,Y
STD-ORD-017,장바구니·주문,주문서,T3,B6,출고 옵션 선택(오늘출고·토요일출고),미착수,김동학,Y
STD-ORD-018,장바구니·주문,주문서,T3,B6,약관 동의(구매·개인정보 제3자),부분,김동학,Y
STD-ORD-019,장바구니·주문,주문,T3,B7,주문 예약(reserve) 및 금액 검증,부분,김동학,Y
STD-ORD-020,장바구니·주문,주문,T3,B7,주문 완료 화면·주문번호 발급,작동,김동학,Y
STD-ORD-021,장바구니·주문,주문,T3,B7,주문 상태 조회(회원),부분,김동학,Y
STD-ORD-022,장바구니·주문,주문,T3,B7,비회원 주문 조회(주문번호+휴대전화),작동,김동학,Y
STD-ORD-023,장바구니·주문,주문,T3,B7,주문 상태 머신 전이 표시(결제완료→상품준비→배송준비→배송중→배송완료→구매확정),부분,김동학,Y
STD-ORD-024,장바구니·주문,주문,T3,B7,인쇄 공정 단계 상태 노출(검판·출력·후가공),미착수,김동학,Y
STD-ORD-025,장바구니·주문,주문,T3,B7,구매확정(고객·자동),미착수,김동학,Y
STD-ORD-026,장바구니·주문,주문,T3,B7,재주문(동일 사양 반복),미착수,김동학,Y
STD-ORD-027,장바구니·주문,주문,T3,B7,오프라인 주문 별도 등록 경로,부분,서희항,Y
STD-ORD-028,,,T3,B7,선택옵션→주문 데이터 변환(확정 사양의 주문항목 생성),작동,김동학,N
STD-ORD-029,,,T3,B6,결제 직전 재견적(최종 금액을 다시 확정하고 결제로 넘김),미착수,김동학,N
STD-ORD-030,,,T3,B7,주문 생성 직후 후니 주문등록 S2S 호출(order/register),미착수,김동학,N
STD-ORD-031,,,T3,B7,주문완료 메일/알림 발송,미착수,최숙진,N
STD-ORD-032,,,T3,B6,비회원 주문서 무통장 계좌·입금자명 표시(회원 주문서와 동일 여부),부분,김동학,N
STD-PAY-001,결제,결제수단,T3,B6,신용카드 결제(PG),미착수,김동학,Y
STD-PAY-002,결제,결제수단,T3,B6,실시간 계좌이체,미착수,김동학,Y
STD-PAY-003,결제,결제수단,T3,B6,무통장입금(가상계좌)·입금대기 상태,작동,최숙진,Y
STD-PAY-004,결제,결제수단,T3,B6,네이버페이 결제,미착수,외부(네이버페이),Y
STD-PAY-005,결제,결제수단,T3,B6,카카오페이 결제,미착수,외부(카카오페이),Y
STD-PAY-006,결제,결제수단,T3,B6,토스페이 결제,미착수,최숙진,Y
STD-PAY-007,결제,결제수단,T3,B6,적립금(프린팅머니) 결제,부분,김동학,Y
STD-PAY-008,결제,결제수단,T3,B6,복합결제(적립금+PG 병용),미착수,김동학,Y
STD-PAY-009,결제,결제수단,T3,B6,할부·무이자 옵션,미착수,외부(KG이니시스),Y
STD-PAY-010,결제,결제수단,T3,B6,B2B 후불결제,미착수,김동학,Y
STD-PAY-011,결제,결제처리,T3,B6,PG 리다이렉트·결제 확정 콜백,부분,김동학,Y
STD-PAY-012,결제,결제처리,T3,B6,결제 실패 안내·재시도,미착수,김동학,Y
STD-PAY-013,결제,결제처리,T3,B6,결제 금액 위변조 검증(서버 재계산 대조),부분,김동학+서희항,Y
STD-PAY-014,결제,결제처리,T3,B6,결제 포기 처리,미착수,김동학,Y
STD-PAY-015,결제,증빙,T5,D4,현금영수증 발급,미착수,김동학,Y
STD-PAY-016,결제,증빙,T5,D4,세금계산서 발급 신청·내역,미착수,김동학,Y
STD-PAY-017,결제,증빙,T5,D4,사업자정보 등록·관리,부분,김동학,Y
STD-PAY-018,결제,증빙,T5,D4,거래명세서 출력,부분,김동학,Y
STD-PAY-019,,,T3,B6,수동카드결제(키인·가상단말 · PC+모바일),미착수,외부(KG이니시스),N
STD-PAY-020,,,T3,B6,카드 결제 화면 분기(비회원·회원 주문서),미착수,김동학,N
STD-PAY-021,,,T3,B6,충전은 현금만 수납 — 이니시스 PG 결제와 회계 분리,미착수,신우진,N
STD-PAY-022,,,T3,B6,토스 계약 조건 확인(건당 수수료·가입비/연관리비 면제 프로모션·포트원 경유),미착수,외부(토스페이먼츠),N
STD-PAY-023,,,T3,B6,「자사 상품 전용 선불 충전」 용도 가맹점 심사 가능 여부 사전 확인,미착수,외부(토스페이먼츠),N
STD-PAY-024,,,T3,B6,카카오페이 신청 서류·절차 정리 후 전달,미착수,신우진,N
STD-PAY-025,,,T3,B6,샵바이 어드민의 카카오페이 신청 경로 확인,미착수,김동학,N
STD-PAY-026,,,T3,B6,경로별 수수료 차이(이니시스 경유 +0.x% 여부) 확인,미착수,외부(이니시스·카카오페이),N
STD-PAY-027,,,T3,B6,결제수단 노출설정 10항목 켜기(PG 승인 후),미착수,최숙진,N
STD-PAY-028,,,T3,B6,무통장 입금 계좌 등록,작동,최숙진,N
STD-PAY-029,,,T3,B6,미입금 주문 자동취소 기간 정책 확정(현재 무통장 7영업일·가상계좌 7일),미착수,최숙진,N
STD-PAY-030,,,T5,D4,거래명세서 어드민 출력항목·수량 표기 확인(A-4),미착수,최숙진,N
STD-PAY-031,,,T3,B6,위젯 총액↔shopby 청구액 「10원×수량」 모델 정합 검증(표시↔청구 불일치 알려진 이슈),미착수,김동학+서희항,N
STD-SHP-001,배송,배송비,T5,E1,기본 배송비 부과,부분,최숙진,Y
STD-SHP-002,배송,배송비,T5,E1,무료배송 기준금액 적용,부분,최숙진,Y
STD-SHP-003,배송,배송비,T5,E1,제주 추가 배송비,미착수,최숙진,Y
STD-SHP-004,배송,배송비,T5,E1,도서산간 권역별 추가 배송비,미착수,최숙진,Y
STD-SHP-005,배송,배송비,T5,E1,특정 상품군 무료배송 제외(실사·대형),미착수,최숙진,Y
STD-SHP-006,배송,배송비,T5,E1,혼합주문 배송비 산정(최고값 1건),작동,최숙진,Y
STD-SHP-007,배송,배송비,T5,E1,배송 권역·템플릿 관리,부분,최숙진,Y
STD-SHP-008,배송,배송방식,T4,C6,택배 배송,작동,최숙진,Y
STD-SHP-009,배송,배송방식,T4,C6,퀵/화물 배송(대형 인쇄물),미착수,최숙진,Y
STD-SHP-010,배송,배송방식,T4,C6,매장 방문수령,미착수,최숙진,Y
STD-SHP-011,배송,배송방식,T4,C6,분할배송(건별 부분 출고),미착수,최숙진,Y
STD-SHP-012,배송,추적,T4,C7,송장번호 등록(판매자),부분,서희항,Y
STD-SHP-013,배송,추적,T4,C7,송장 기반 배송상태 일괄변경,부분,서희항,Y
STD-SHP-014,배송,추적,T4,C7,고객 배송 조회(택배사 추적),부분,김동학,Y
STD-SHP-015,배송,추적,T4,C7,배송지 변경/추가,부분,김동학,Y
STD-SHP-016,배송,알림,T5,D1,배송 상태 변경 알림 발송,미착수,최숙진,Y
STD-SHP-017,,,T5,E1,금지 설정 4종 확인(A-14/U-1): 수량비례·중량 배송비 / 최대구매수량 / 즉시할인,부분,최숙진,N
