sql_file,step,target_row_key,source_authority
03_t_prd_product_options.sql,03,PRD_000133/가공/오버로크 → OPV_000029,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000133/추가/출력만 → OPV_000030,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000134/가공/오버로크+봉미싱(4cm) → OPV_000031,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000134/추가/출력만 → OPV_000032,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000135/가공/사각족자 → OPV_000033,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000135/가공/원형족자 → OPV_000034,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000135/추가/추가없음 → OPV_000035,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000136/코팅/무광코팅 → OPV_000036,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000136/코팅/유광코팅 → OPV_000037,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000136/가공/4구타공 → OPV_000038,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000136/추가/거치대없음 → OPV_000039,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000137/가공/4구타공 → OPV_000040,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000137/추가/거치대없음 → OPV_000041,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000139/가공/타공(4개) → OPV_000042,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000139/가공/타공(6개) → OPV_000043,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000139/가공/타공(8개) → OPV_000044,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000139/추가/추가없음 → OPV_000045,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000145/코팅/무광코팅 → OPV_000046,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000145/코팅/유광코팅 → OPV_000047,areaform-option-layer.md §2 + live MAX+1
04_t_prd_product_option_items.sql,04,PRD_000118/무광코팅#seq1 .04 PROC_000015,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000118/유광코팅#seq1 .04 PROC_000014,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000120/무광코팅#seq1 .04 PROC_000015,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000120/유광코팅#seq1 .04 PROC_000014,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000121/무광코팅#seq1 .04 PROC_000015,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000121/유광코팅#seq1 .04 PROC_000014,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000122/단면#seq1 .04 PROC_000008,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000124/오버로크#seq1 .04 PROC_000080,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000124/말아박기#seq1 .04 PROC_000080,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000124/봉미싱(7cm)#seq1 .04 PROC_000080,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000125/오버로크#seq1 .04 PROC_000080,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000133/오버로크#seq1 .04 PROC_000080,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000134/오버로크+봉미싱(4cm)#seq1 .04 PROC_000080,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000135/사각족자#seq1 .04 PROC_000082,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000135/원형족자#seq1 .04 PROC_000082,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000136/무광코팅#seq1 .04 PROC_000015,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000136/유광코팅#seq1 .04 PROC_000014,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000136/4구타공#seq1 .04 PROC_000079,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000137/4구타공#seq1 .04 PROC_000079,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000139/타공(4개)#seq1 .04 PROC_000079,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000139/타공(6개)#seq1 .04 PROC_000079,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000139/타공(8개)#seq1 .04 PROC_000079,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000145/무광코팅#seq1 .04 PROC_000015,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
04_t_prd_product_option_items.sql,04,PRD_000145/유광코팅#seq1 .04 PROC_000014,areaform-option-layer.md §2 + trigger fn_chk_opt_item_ref
05_t_prd_product_constraints.sql,05,PRD_000118 R-SIZE-NONSPEC RULE_001,areaform-option-layer.md §3 + products.nonspec_*
05_t_prd_product_constraints.sql,05,PRD_000120 R-SIZE-NONSPEC RULE_001,areaform-option-layer.md §3 + products.nonspec_*
05_t_prd_product_constraints.sql,05,PRD_000121 R-SIZE-NONSPEC RULE_001,areaform-option-layer.md §3 + products.nonspec_*
05_t_prd_product_constraints.sql,05,PRD_000122 R-SIZE-NONSPEC RULE_001,areaform-option-layer.md §3 + products.nonspec_*
05_t_prd_product_constraints.sql,05,PRD_000124 R-SIZE-NONSPEC RULE_001,areaform-option-layer.md §3 + products.nonspec_*
05_t_prd_product_constraints.sql,05,PRD_000125 R-SIZE-NONSPEC RULE_001,areaform-option-layer.md §3 + products.nonspec_*
05_t_prd_product_constraints.sql,05,PRD_000139 R-SIZE-NONSPEC RULE_001,areaform-option-layer.md §3 + products.nonspec_*
