sheet,row_seq,prd_nm,_anchor_ffilled,_row_hidden,_work_size_col,_work_size_value,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,cell_meta_json
계산공식집초안,33,,false,false,,,,판매가 = [수량행][소재x면열] + 후가공비,명함/포토카드,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,34,,false,false,,,,(1) 후가공비 =  [제작수량행] ,인쇄후가공,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,35,,false,false,,,,"(2) 후가공박(소형) = [동판비] + [면적별 A,B,C,D,E군] [군별/칼라별 수량행 합가]",후가공_박(소형),,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,37,,false,false,,,,[고정가형: 오리지널박명함],,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,38,,false,false,,,,판매가=동판비 + 오리지널박명함(테이블),명함/포토카드,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,39,,false,false,,,,명함/포토카드 시트에 있는 가격은 용지가 포함되어있는 가격임,,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,42,,false,false,,,,[고정가형: 포토카드/투명포토카드],,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,43,,false,false,,,,판매가 = [세트당 고정단가],명함/포토카드,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,45,,false,false,,,,[고정가형: 봉투제작],,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,46,,false,false,,,,판매가 = [수량행][소재열],봉투제작,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,48,,false,false,,,,[원자합산형: 썬캡],,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,49,,false,false,,,,판매가=용지비 + 인쇄비 + 커팅비,커팅/타공,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,51,,false,false,,,,[고정가형: 반칼자유형스티커 / 반칼규격스티커 / 낱장자유형스티커 / 낱장자유형투명스티커 / 대형자유형스티커],,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,52,,false,false,,,,판매가 = [수량행][출력매수x소재열 단가] ,스티커,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
