prd_cd,prd_nm,current_qty_unit_typ_cd,target_qty_unit_typ_cd,use_yn,_provenance
PRD_000202,키캡키링,,QTY_UNIT.01,N,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000203,LED투명키캡키링,,QTY_UNIT.01,N,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000204,미니CD앨범,,QTY_UNIT.01,N,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000205,양말,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000206,반팔티셔츠,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000207,극세사타월,,QTY_UNIT.01,N,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000208,슬로건,,QTY_UNIT.01,N,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000209,후드티셔츠,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000210,초슬림마우스패드,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000211,장패드,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000212,극세사클리너,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000213,틴케이스,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000214,자석북마크,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000215,클립보드,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000216,투명클립보드,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000217,만년스탬프,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000218,타이벡북커버,,QTY_UNIT.01,N,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000219,밴드톡,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000220,폰스트랩,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000221,말랑키링,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000222,말랑증사홀더,,QTY_UNIT.01,N,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000223,말랑포카홀더,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000224,말랑네임택,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000225,말랑여권케이스,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000226,아크릴쉐이커코롯토,,QTY_UNIT.01,N,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000227,미니우치와키링,,QTY_UNIT.01,N,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000228,하트 이미지피켓,,QTY_UNIT.01,N,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000229,이미지피켓,,QTY_UNIT.01,N,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000230,레더 플랫 파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000231,레더 슬림 파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000232,레더 삼각 파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000233,레더 볼륨 파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000234,레더 스트링 파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000235,레더 스트링 원형파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000236,레더 플랫 클러치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000237,레더 삼각 클러치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000238,레더 아이패드/노트북 파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000239,캔버스 플랫 파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000240,캔버스 삼각 파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000241,캔버스 스트랩 라벨파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000242,광목 스트링 라벨파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000243,린넨 스트링 파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000244,타이벡 플랫 파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000245,타이벡 슬림 파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000246,타이벡 삼각 파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000247,타이벡 스트링 파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000248,타이벡 플랫 클러치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000249,메쉬슬림파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000250,메쉬볼륨파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000251,레더 플랫 미니파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000252,레더 슬림 미니파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000253,레더 삼각 미니파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000254,레더 볼륨 미니파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000255,레더 원형 미니파우치,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000256,레더 플랫 필통,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000257,레더 슬림 필통,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000258,레더 삼각 필통,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000259,레더 볼륨 필통,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000260,레더 원형 필통,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000261,캔버스 플랫 필통,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000262,캔버스 삼각 필통,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000263,레더토트백,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000264,레더숄더백,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000265,린넨 미니에코백,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000266,린넨 토트백,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000267,린넨 에코백,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000268,캔버스심플백,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000269,캔버스 포켓심플백,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000270,캔버스에코백,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000271,캔버스숄더백,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000272,캔버스 포켓숄더백,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000273,타이벡 양면 백팩,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000274,타이벡보냉보틀백,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000275,타이벡 보냉 미니백,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000276,타이벡 에코백,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000277,타이벡 보냉에코백,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000278,메쉬 토트백,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000279,메쉬 에코백,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
PRD_000280,레더라벨제작,,QTY_UNIT.01,Y,C-4 굿즈→EA(QTY_UNIT.01) 일괄. L1 goods-pouch matched 98 전건
