prd_cd,prd_nm,axis,owner,live_formula_bind,live_product_prices,live_discount_table,verdict,money_impact,repro_sql,note
PRD_000193,머그컵,가격엔진,price-engine,0,0,DSC_GOODSB_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000193') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000193') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000194,워터북보틀,가격엔진,price-engine,0,0,DSC_GOODSA_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000194') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000194') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000195,벨벳쿠션,가격엔진,price-engine,0,0,DSC_GOODSA_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000195') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000195') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000196,레더여권케이스,가격엔진,price-engine,0,0,DSC_GOODSA_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000196') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000196') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000197,미니매트,가격엔진,price-engine,0,0,DSC_GOODSA_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000197') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000197') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000198,피크닉매트,가격엔진,price-engine,0,0,DSC_GOODSA_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000198') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000198') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000199,투명부채,가격엔진,price-engine,0,0,（none）,NO_AUTHORITY,없음(권위 가격 공란·적재불가·결함아님),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000199') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000199') pp;","C-GP-2 가격·선택가격 둘다 empty=권위부재. 인간확정(가격표260527 별도존재 여부)"
PRD_000200,핀버튼,가격엔진,price-engine,0,0,DSC_GOODSB_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000200') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000200') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000201,레더스트랩키링,가격엔진,price-engine,0,0,DSC_GOODSA_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000201') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000201') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000202,키캡키링,가격엔진,price-engine,0,0,（none）,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000202') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000202') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000203,LED투명키캡키링,가격엔진,price-engine,0,0,DSC_ACR_QTY,MISSING_BIND,차단(가격0)+오바인딩(DSC_ACR_QTY=아크릴할인 굿즈에 오귀속),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000203') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000203') pp;","formula0·pp0=가격산출불가. ★할인타입 DSC_ACR_QTY 오바인딩(굿즈=GOODSA/B/FABRIC/SQUISHY 4종이어야)"
PRD_000204,미니CD앨범,가격엔진,price-engine,0,0,（none）,NO_AUTHORITY,없음(권위 가격 공란·적재불가·결함아님),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000204') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000204') pp;","C-GP-2 가격·선택가격 둘다 empty=권위부재. 인간확정(가격표260527 별도존재 여부)"
PRD_000205,양말,가격엔진,price-engine,0,0,DSC_GOODSB_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000205') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000205') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000206,반팔티셔츠,가격엔진,price-engine,0,0,DSC_GOODSB_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000206') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000206') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000207,극세사타월,가격엔진,price-engine,0,0,（none）,NO_AUTHORITY,없음(권위 가격 공란·적재불가·결함아님),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000207') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000207') pp;","C-GP-2 가격·선택가격 둘다 empty=권위부재. 인간확정(가격표260527 별도존재 여부)"
PRD_000208,슬로건,가격엔진,price-engine,0,0,（none）,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000208') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000208') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000209,후드티셔츠,가격엔진,price-engine,0,0,DSC_GOODSB_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000209') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000209') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000210,초슬림마우스패드,가격엔진,price-engine,0,0,DSC_GOODSB_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000210') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000210') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000211,장패드,가격엔진,price-engine,0,0,（none）,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000211') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000211') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000212,극세사클리너,가격엔진,price-engine,0,0,DSC_GOODSB_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000212') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000212') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000213,틴케이스,가격엔진,price-engine,0,0,DSC_GOODSB_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000213') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000213') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000214,자석북마크,가격엔진,price-engine,0,0,（none）,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000214') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000214') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000215,클립보드,가격엔진,price-engine,0,0,（none）,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000215') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000215') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000216,투명클립보드,가격엔진,price-engine,0,0,（none）,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000216') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000216') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000217,만년스탬프,가격엔진,price-engine,0,0,（none）,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000217') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000217') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000218,타이벡북커버,가격엔진,price-engine,0,0,（none）,NO_AUTHORITY,없음(권위 가격 공란·적재불가·결함아님),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000218') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000218') pp;","C-GP-2 가격·선택가격 둘다 empty=권위부재. 인간확정(가격표260527 별도존재 여부)"
PRD_000219,밴드톡,가격엔진,price-engine,0,0,DSC_GOODSA_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000219') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000219') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000220,폰스트랩,가격엔진,price-engine,0,0,DSC_GOODSA_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000220') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000220') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000221,말랑키링,가격엔진,price-engine,0,0,DSC_SQUISHY_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000221') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000221') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000222,말랑증사홀더,가격엔진,price-engine,0,0,DSC_SQUISHY_QTY,NO_AUTHORITY,없음(권위 가격 공란·적재불가·결함아님),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000222') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000222') pp;","C-GP-2 가격·선택가격 둘다 empty=권위부재. 인간확정(가격표260527 별도존재 여부)"
PRD_000223,말랑포카홀더,가격엔진,price-engine,0,0,DSC_SQUISHY_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000223') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000223') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000224,말랑네임택,가격엔진,price-engine,0,0,DSC_SQUISHY_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000224') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000224') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000225,말랑여권케이스,가격엔진,price-engine,0,0,DSC_SQUISHY_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000225') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000225') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000226,아크릴쉐이커코롯토,가격엔진,price-engine,0,0,（none）,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000226') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000226') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000227,미니우치와키링,가격엔진,price-engine,0,0,（none）,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000227') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000227') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000228,하트 이미지피켓,가격엔진,price-engine,0,0,（none）,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000228') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000228') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000229,이미지피켓,가격엔진,price-engine,0,0,（none）,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000229') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000229') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000230,레더 플랫 파우치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000230') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000230') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000231,레더 슬림 파우치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000231') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000231') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000232,레더 삼각 파우치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000232') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000232') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000233,레더 볼륨 파우치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000233') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000233') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000234,레더 스트링 파우치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000234') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000234') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000235,레더 스트링 원형파우치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000235') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000235') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000236,레더 플랫 클러치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000236') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000236') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000237,레더 삼각 클러치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000237') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000237') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000238,레더 아이패드/노트북 파우치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000238') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000238') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000239,캔버스 플랫 파우치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000239') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000239') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000240,캔버스 삼각 파우치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000240') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000240') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000241,캔버스 스트랩 라벨파우치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000241') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000241') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000242,광목 스트링 라벨파우치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000242') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000242') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000243,린넨 스트링 파우치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000243') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000243') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000244,타이벡 플랫 파우치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000244') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000244') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000245,타이벡 슬림 파우치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000245') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000245') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000246,타이벡 삼각 파우치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000246') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000246') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000247,타이벡 스트링 파우치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000247') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000247') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000248,타이벡 플랫 클러치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000248') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000248') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
PRD_000249,메쉬슬림파우치,가격엔진,price-engine,0,0,DSC_FABRIC_QTY,MISSING_BIND,차단(가격산출불가=견적0·source=NONE),"SELECT (SELECT count(*) FROM t_prd_product_price_formulas WHERE prd_cd='PRD_000249') frm,(SELECT count(*) FROM t_prd_product_prices WHERE prd_cd='PRD_000249') pp;","가격권위 보유하나 formula0+pp0 전건 미바인딩. §18 design 처방 미적재"
