category,sheet,prd_nm,column,value,marker,resolution
ADDON_CONSTRAINT,digital-print,인쇄배경지(OPP봉투타입),추가상품(옵션)_추가상품,봉투 ★사이즈선택 : 62x180,★,PRICE_KNOWN+CONSTRAINT — 봉투류 단가=가격표 봉투제작[9] L2·COMP_ENV_MAKING 적재. ★사이즈선택=제약(셀에 값). addon=템플릿 mint·constraint=파싱.
ADDON_CONSTRAINT,digital-print,인쇄배경지(OPP봉투타입),추가상품(옵션)_추가상품,봉투 ★사이즈선택 : 105x160,★,PRICE_KNOWN+CONSTRAINT — 봉투류 단가=가격표 봉투제작[9] L2·COMP_ENV_MAKING 적재. ★사이즈선택=제약(셀에 값). addon=템플릿 mint·constraint=파싱.
ADDON_CONSTRAINT,digital-print,인쇄배경지(투명케이스타입),추가상품(옵션)_추가상품,투명케이스 ★사이즈선택 : 74x74,★,PRICE_KNOWN+CONSTRAINT — 봉투류 단가=가격표 봉투제작[9] L2·COMP_ENV_MAKING 적재. ★사이즈선택=제약(셀에 값). addon=템플릿 mint·constraint=파싱.
ADDON_CONSTRAINT,digital-print,인쇄배경지(투명케이스타입),추가상품(옵션)_추가상품,투명케이스 ★사이즈선택 : 74x109,★,PRICE_KNOWN+CONSTRAINT — 봉투류 단가=가격표 봉투제작[9] L2·COMP_ENV_MAKING 적재. ★사이즈선택=제약(셀에 값). addon=템플릿 mint·constraint=파싱.
ADDON_CONSTRAINT,digital-print,인쇄헤더택,추가상품(옵션)_추가상품,봉투 ★사이즈선택 : 80x80,★,PRICE_KNOWN+CONSTRAINT — 봉투류 단가=가격표 봉투제작[9] L2·COMP_ENV_MAKING 적재. ★사이즈선택=제약(셀에 값). addon=템플릿 mint·constraint=파싱.
ADDON_CONSTRAINT,digital-print,인쇄헤더택,추가상품(옵션)_추가상품,봉투 ★사이즈선택 : 110x80,★,PRICE_KNOWN+CONSTRAINT — 봉투류 단가=가격표 봉투제작[9] L2·COMP_ENV_MAKING 적재. ★사이즈선택=제약(셀에 값). addon=템플릿 mint·constraint=파싱.
ADDON_CONSTRAINT,digital-print,인쇄헤더택,추가상품(옵션)_추가상품,봉투 ★사이즈선택 : 140x80,★,PRICE_KNOWN+CONSTRAINT — 봉투류 단가=가격표 봉투제작[9] L2·COMP_ENV_MAKING 적재. ★사이즈선택=제약(셀에 값). addon=템플릿 mint·constraint=파싱.
ADDON_CONSTRAINT,digital-print,인쇄헤더택,추가상품(옵션)_추가상품,봉투 ★사이즈선택 : 160x80,★,PRICE_KNOWN+CONSTRAINT — 봉투류 단가=가격표 봉투제작[9] L2·COMP_ENV_MAKING 적재. ★사이즈선택=제약(셀에 값). addon=템플릿 mint·constraint=파싱.
ADDON_CONSTRAINT,digital-print,코팅엽서,추가상품(옵션)_추가상품,엽서봉투 ★사이즈선택 : 100x150,★,PRICE_KNOWN+CONSTRAINT — 봉투류 단가=가격표 봉투제작[9] L2·COMP_ENV_MAKING 적재. ★사이즈선택=제약(셀에 값). addon=템플릿 mint·constraint=파싱.
ADDON_CONSTRAINT,digital-print,투명엽서,추가상품(옵션)_추가상품,엽서봉투 ★사이즈선택 : 100x150,★,PRICE_KNOWN+CONSTRAINT — 봉투류 단가=가격표 봉투제작[9] L2·COMP_ENV_MAKING 적재. ★사이즈선택=제약(셀에 값). addon=템플릿 mint·constraint=파싱.
ADDON_CONSTRAINT,digital-print,프리미엄엽서,추가상품(옵션)_추가상품,엽서봉투 ★사이즈선택 : 100x150,★,PRICE_KNOWN+CONSTRAINT — 봉투류 단가=가격표 봉투제작[9] L2·COMP_ENV_MAKING 적재. ★사이즈선택=제약(셀에 값). addon=템플릿 mint·constraint=파싱.
ADDON_CONSTRAINT,digital-print,핑크별색엽서,추가상품(옵션)_추가상품,엽서봉투 ★사이즈선택 : 100x150,★,PRICE_KNOWN+CONSTRAINT — 봉투류 단가=가격표 봉투제작[9] L2·COMP_ENV_MAKING 적재. ★사이즈선택=제약(셀에 값). addon=템플릿 mint·constraint=파싱.
ADDON_CONSTRAINT,digital-print,화이트인쇄엽서,추가상품(옵션)_추가상품,엽서봉투 ★사이즈선택 : 100x150,★,PRICE_KNOWN+CONSTRAINT — 봉투류 단가=가격표 봉투제작[9] L2·COMP_ENV_MAKING 적재. ★사이즈선택=제약(셀에 값). addon=템플릿 mint·constraint=파싱.
FOIL_SIZE,booklet,PUR책자,박(표지) / 형압 (옵션)_크기,"크기(가로x세로)
★최소 30x30 / 최대170x170",★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,booklet,PUR책자,박(표지) / 형압 (옵션)_크기,★최소 30x30 / 최대 170x170,★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,booklet,무선책자,박(표지) / 형압 (옵션)_크기,"크기(가로x세로)
★최소 30x30 / 최대170x170",★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,booklet,무선책자,박(표지) / 형압 (옵션)_크기,★최소 30x30 / 최대 170x170,★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,digital-print,2단접지카드,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,"박크기(가로x세로)
★사이즈선택 : 최소 30x30 / 최대 90x140",★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,digital-print,2단접지카드,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,★사이즈선택 : 최소 30x30 / 최대 140x90,★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,digital-print,2단접지카드,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,★사이즈선택 : 최소 30x30 / 최대 125x125,★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,digital-print,2단접지카드,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,★사이즈선택 : 최소 30x30 / 최대 125x125,★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,digital-print,2단접지카드,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,★사이즈선택 : 최소 30x30 / 최대 100x160,★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,digital-print,2단접지카드,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,★사이즈선택 : 최소 30x30 / 최대 160x100,★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,digital-print,3단접지카드,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,"박크기(가로x세로)
★사이즈선택 : 최소 30x30 / 최대 90x140",★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,digital-print,3단접지카드,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,★사이즈선택 : 최소 30x30 / 최대 140x90,★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,digital-print,3단접지카드,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,★사이즈선택 : 최소 30x30 / 최대 125x125,★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,digital-print,3단접지카드,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,★사이즈선택 : 최소 30x30 / 최대 125x125,★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,digital-print,미니접지카드,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,"박크기(가로x세로)
★사이즈선택 : 최소 30x30 / 최대 80x40",★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,digital-print,미니접지카드,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,★사이즈선택 : 최소 30x30 / 최대 40x80,★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,digital-print,미니접지카드,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,★사이즈선택 : 최소 30x30 / 최대 80x40,★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,digital-print,미니접지카드,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,★사이즈선택 : 최소 30x30 / 최대 40x80,★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,digital-print,펄명함,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,★최소 20x20 / 최대 80x40,★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,digital-print,프리미엄 쿠폰/상품권,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,★최소 30x30 / 최대 130x58,★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,digital-print,프리미엄명함,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,★최소 20x20 / 최대 80x40,★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FOIL_SIZE,digital-print,형압명함,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,★최소 20x20 / 최대 80x40,★,PRICE_KNOWN+CONSTRAINT — 박단가=가격표 후가공_박(소형 크기×수량·대형 면적격자·백업 동판)·라이브 COMP_*_FOIL 적재. ★크기=제약(셀에 min/max). ⚠️박 prc_typ .01/.02 혼재=band-total 점검.
FREEFORM_PAPER,booklet,PUR책자,내지종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,booklet,PUR책자,표지종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,booklet,레더 하드커버책자,내지종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,booklet,무선책자,내지종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,booklet,무선책자,표지종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,booklet,중철책자,내지종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,booklet,중철책자,표지종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,booklet,트윈링책자,내지종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,booklet,트윈링책자,표지종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,booklet,하드커버 링책자,내지종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,booklet,하드커버책자,내지종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,calendar,미니탁상형캘린더,종이사양,*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,calendar,벽걸이캘린더,종이사양,*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,calendar,엽서캘린더,종이사양,*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,calendar,탁상형캘린더,종이사양,*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,digital-print,2단접지카드,종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,digital-print,3단접지카드,종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,digital-print,미니접지카드,종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,digital-print,소량전단지,종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,digital-print,스탠다드엽서,종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,digital-print,접지리플렛,종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,digital-print,프리미엄명함,종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,digital-print,프리미엄엽서,종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
FREEFORM_PAPER,digital-print,형압명함,종이(필수),*별도설정,별도설정,PRICE_KNOWN — 별도설정=손님 종이 택1·단가=COMP_PAPER 절가(56행 적재). per-product 미적재는 score_batch CALC가 적발(투명엽서 PET처럼).
LINING_RING,booklet,레더 링바인더,제본(옵션)_바인더링(옵션),★사이즈선택 : A4선택시,★,RESOLVED — 조건부 규칙(★...선택시만). 면지=무료 확인(hc072 라이브). 규칙 파싱.
LINING_RING,booklet,레더 링바인더,제본(옵션)_면지(옵션),★인쇄면지는 하드커버링책자와/레더링바인더만 있음,★,RESOLVED — 조건부 규칙(★...선택시만). 면지=무료 확인(hc072 라이브). 규칙 파싱.
LINING_RING,booklet,하드커버 링책자,제본(옵션)_면지(옵션),★인쇄면지는 하드커버링책자와/레더링바인더만 있음,★,RESOLVED — 조건부 규칙(★...선택시만). 면지=무료 확인(hc072 라이브). 규칙 파싱.
LINING_RING,calendar,벽걸이캘린더,캘린더가공(필수)_링칼라,★고리형트윈링제본선택시만 : 링칼라선택,★,RESOLVED — 조건부 규칙(★...선택시만). 면지=무료 확인(hc072 라이브). 규칙 파싱.
LINING_RING,calendar,와이드벽걸이캘린더,캘린더가공(필수)_링칼라,★고리형트윈링제본선택시만 : 링칼라선택,★,RESOLVED — 조건부 규칙(★...선택시만). 면지=무료 확인(hc072 라이브). 규칙 파싱.
OTHER_STAR,acrylic,맥세이프 스마트톡,인쇄사양,투명테두리★,★,REVIEW — 개별 검토.
OTHER_STAR,acrylic,아크릴마그넷,인쇄사양,투명테두리★,★,REVIEW — 개별 검토.
OTHER_STAR,acrylic,아크릴뱃지,인쇄사양,투명테두리★,★,REVIEW — 개별 검토.
OTHER_STAR,acrylic,아크릴스마트톡,인쇄사양,투명테두리★,★,REVIEW — 개별 검토.
OTHER_STAR,acrylic,아크릴집게,인쇄사양,투명테두리★,★,REVIEW — 개별 검토.
POUCH_PRODUCT,goods-pouch,블랙젤리,상품(옵션),삼성(갤럭시S23)★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,블랙젤리,상품(옵션),삼성(갤럭시S23플러스)★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,블랙젤리,상품(옵션),삼성(갤럭시S23울트라)★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,블랙젤리,상품(옵션),삼성(갤럭시S24)★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,블랙젤리,상품(옵션),삼성(갤럭시S24플러스)★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,블랙젤리,상품(옵션),삼성(갤럭시S24울트라)★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,블랙젤리,상품(옵션),아이폰14★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,블랙젤리,상품(옵션),아이폰14미니★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,블랙젤리,상품(옵션),아이폰14프로★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,블랙젤리,상품(옵션),아이폰14프로맥스★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,블랙젤리,상품(옵션),아이폰15★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,블랙젤리,상품(옵션),아이폰15프로★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,블랙젤리,상품(옵션),아이폰15프로맥스★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,블랙젤리,상품(옵션),아이폰15플러스★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,슬림하드 폰케이스,상품(옵션),삼성(갤럭시S23)★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,슬림하드 폰케이스,상품(옵션),삼성(갤럭시S23플러스)★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,슬림하드 폰케이스,상품(옵션),삼성(갤럭시S23울트라)★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,슬림하드 폰케이스,상품(옵션),삼성(갤럭시S24)★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
