prd_cd,prd_nm,opt_group,opt,opt_item(ref해소),U태깅,기준정보중복여부,가격종속여부,처분,근거,돈영향
PRD_000016,프리미엄엽서,종이,아코팩(웜화이트) 250g,자재:MAT_000347(아코팩 웜화이트 250g),U-3(자재 선택→생산+가격),Y-트리거정합(21/21),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000016,프리미엄엽서,종이,리사이클러스 240g,자재:MAT_000348(리사이클러스 240g),U-3(자재 선택→생산+가격),Y-트리거정합(21/21),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000016,프리미엄엽서,종이,매쉬멜로우 233g,자재:MAT_000349(매쉬멜로우 233g),U-3(자재 선택→생산+가격),Y-트리거정합(21/21),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000016,프리미엄엽서,종이,린넨커버 216g,자재:MAT_000350(린넨커버 216g),U-3(자재 선택→생산+가격),Y-트리거정합(21/21),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000016,프리미엄엽서,종이,스타화이트(하이테크) 238g,자재:MAT_000351(스타화이트(하이테크) 238g),U-3(자재 선택→생산+가격),Y-트리거정합(21/21),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000016,프리미엄엽서,종이,클래식 크래스트 스티플 270g,자재:MAT_000353(클래식 크래스트 스티플 270g),U-3(자재 선택→생산+가격),Y-트리거정합(21/21),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000016,프리미엄엽서,종이,매직터치(백색) 250g,자재:MAT_000354(매직터치(백색) 250g),U-3(자재 선택→생산+가격),Y-트리거정합(21/21),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000016,프리미엄엽서,종이,켄도 250g,자재:MAT_000355(켄도 250g),U-3(자재 선택→생산+가격),Y-트리거정합(21/21),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000016,프리미엄엽서,종이,띤또레또 200g,자재:MAT_000123(띤또레또 200g),U-3(자재 선택→생산+가격),Y-트리거정합(21/21),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000016,프리미엄엽서,종이,띤또레또 250g,자재:MAT_000124(띤또레또 250g),U-3(자재 선택→생산+가격),Y-트리거정합(21/21),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000016,프리미엄엽서,종이,한지 170g,자재:MAT_000356(한지 170g),U-3(자재 선택→생산+가격),Y-트리거정합(21/21),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000016,프리미엄엽서,종이,스코트랜드 220g,자재:MAT_000357(스코트랜드 220g),U-3(자재 선택→생산+가격),Y-트리거정합(21/21),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000016,프리미엄엽서,종이,스타드림(다이아몬드) 240g,자재:MAT_000352(스타드림(다이아몬드) 240g),U-3(자재 선택→생산+가격),Y-트리거정합(21/21),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000016,프리미엄엽서,종이,스타드림(실버) 240g,자재:MAT_000358(스타드림(실버) 240g),U-3(자재 선택→생산+가격),Y-트리거정합(21/21),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000016,프리미엄엽서,종이,스타드림(골드) 240g,자재:MAT_000359(스타드림(골드) 240g),U-3(자재 선택→생산+가격),Y-트리거정합(21/21),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000016,프리미엄엽서,종이,스타드림(로즈쿼츠) 240g,자재:MAT_000360(스타드림(로즈쿼츠) 240g),U-3(자재 선택→생산+가격),Y-트리거정합(21/21),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000016,프리미엄엽서,모서리,직각,공정:PROC_000027(직각),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 모서리,
PRD_000016,프리미엄엽서,모서리,둥근,공정:PROC_000028(둥근),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 모서리,
PRD_000017,코팅엽서,인쇄,단면,도수:1,U-3(도수 선택→인쇄비),Y-트리거정합(도수),Y,KEEP,도수(단/양면·칼라) 선택 옵션 ref .06→print_opt_cd 환원. product_print_options와 공존은 설계 정합,
PRD_000017,코팅엽서,인쇄,양면,도수:2,U-3(도수 선택→인쇄비),Y-트리거정합(도수),Y,KEEP,도수(단/양면·칼라) 선택 옵션 ref .06→print_opt_cd 환원. product_print_options와 공존은 설계 정합,
PRD_000017,코팅엽서,종이,아트지 250g,자재:MAT_000081(아트지 250g),U-3(자재 선택→생산+가격),Y-트리거정합(2/2),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000017,코팅엽서,종이,아트지 300g,자재:MAT_000082(아트지 300g),U-3(자재 선택→생산+가격),Y-트리거정합(2/2),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000017,코팅엽서,코팅,코팅없음,(무참조 항목),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 코팅,가격 파손 모드 그룹참조
PRD_000017,코팅엽서,코팅,유광라미네이팅,공정:PROC_000014(유광라미네이팅),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 코팅,
PRD_000017,코팅엽서,코팅,무광라미네이팅,공정:PROC_000015(무광라미네이팅),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 코팅,
PRD_000017,코팅엽서,모서리,직각,공정:PROC_000027(직각),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 모서리,
PRD_000017,코팅엽서,모서리,둥근,공정:PROC_000028(둥근),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 모서리,
PRD_000018,스탠다드엽서,인쇄,단면,도수:1,U-3(도수 선택→인쇄비),Y-트리거정합(도수),Y,KEEP,도수(단/양면·칼라) 선택 옵션 ref .06→print_opt_cd 환원. product_print_options와 공존은 설계 정합,
PRD_000018,스탠다드엽서,인쇄,양면,도수:2,U-3(도수 선택→인쇄비),Y-트리거정합(도수),Y,KEEP,도수(단/양면·칼라) 선택 옵션 ref .06→print_opt_cd 환원. product_print_options와 공존은 설계 정합,
PRD_000018,스탠다드엽서,종이,백색모조지 220g,자재:MAT_000074(백색모조지 220g),U-3(자재 선택→생산+가격),Y-트리거정합(7/7),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000018,스탠다드엽서,종이,아트지 200g,자재:MAT_000080(아트지 200g),U-3(자재 선택→생산+가격),Y-트리거정합(7/7),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000018,스탠다드엽서,종이,아트지 250g,자재:MAT_000081(아트지 250g),U-3(자재 선택→생산+가격),Y-트리거정합(7/7),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000018,스탠다드엽서,종이,아트지 300g,자재:MAT_000082(아트지 300g),U-3(자재 선택→생산+가격),Y-트리거정합(7/7),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000018,스탠다드엽서,종이,스노우지 200g,자재:MAT_000090(스노우지 200g),U-3(자재 선택→생산+가격),Y-트리거정합(7/7),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000018,스탠다드엽서,종이,스노우지 250g,자재:MAT_000091(스노우지 250g),U-3(자재 선택→생산+가격),Y-트리거정합(7/7),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000018,스탠다드엽서,종이,스노우지 300g,자재:MAT_000092(스노우지 300g),U-3(자재 선택→생산+가격),Y-트리거정합(7/7),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000018,스탠다드엽서,모서리,직각,공정:PROC_000027(직각),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 모서리,
PRD_000018,스탠다드엽서,모서리,둥근,공정:PROC_000028(둥근),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 모서리,
PRD_000018,스탠다드엽서,후가공,오시,공정:PROC_000029(오시),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 4/4),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 후가공,
PRD_000018,스탠다드엽서,후가공,미싱,공정:PROC_000030(미싱),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 4/4),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 후가공,
PRD_000018,스탠다드엽서,후가공,가변텍스트,공정:PROC_000031(가변텍스트),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 4/4),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 후가공,
PRD_000018,스탠다드엽서,후가공,가변이미지,공정:PROC_000032(가변이미지),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 4/4),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 후가공,
PRD_000019,투명엽서,인쇄,단면,도수:1,U-3(도수 선택→인쇄비),Y-트리거정합(도수),Y,KEEP,도수(단/양면·칼라) 선택 옵션 ref .06→print_opt_cd 환원. product_print_options와 공존은 설계 정합,
PRD_000019,투명엽서,소재,투명PET 260g,(무참조 항목),U-3(자재 선택→생산+가격),N(미배선),Y,EXTEND,2개 자재 옵션이 ref .03 미배선(items 0). 자재는 product_materials에 실재(2종) → 배선 갭. 실무진 IMPORT 존중[HARD]·삭제금지,가격 파손 모드 그룹참조
PRD_000019,투명엽서,소재,반투명PET 260g,(무참조 항목),U-3(자재 선택→생산+가격),N(미배선),Y,EXTEND,2개 자재 옵션이 ref .03 미배선(items 0). 자재는 product_materials에 실재(2종) → 배선 갭. 실무진 IMPORT 존중[HARD]·삭제금지,가격 파손 모드 그룹참조
PRD_000019,투명엽서,화이트인쇄,화이트인쇄,공정:PROC_000008(화이트인쇄),U-3(별색 spot→생산/가격),Y-트리거정합(공정 1/1),Y,EXTEND,별색 명명 분열(OG-1 판례). 정규 '별색' 그룹1+색상=항목으로 통합 권고. 물리제약(투명PET에만 화이트base)=CN-1/3. §12 주도,
PRD_000019,투명엽서,모서리,직각,(무참조 항목),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 1/1),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 모서리,가격 파손 모드 그룹참조
PRD_000019,투명엽서,모서리,둥근,공정:PROC_000028(둥근),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 1/1),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 모서리,
PRD_000020,화이트인쇄엽서,화이트인쇄,화이트인쇄(단면),공정:PROC_000008(화이트인쇄),U-3(별색 spot→생산/가격),Y-트리거정합(공정 2/2),Y,AMBIG,OG-2 판례: 화이트base+클리어코트 '동시가능'인지 축분열인지 도메인 확인 필요. 동시가능=KEEP·택일=통합. designer 이관 금지→컨펌큐,
PRD_000020,화이트인쇄엽서,화이트인쇄,화이트인쇄(양면),공정:PROC_000008(화이트인쇄),U-3(별색 spot→생산/가격),Y-트리거정합(공정 2/2),Y,AMBIG,OG-2 판례: 화이트base+클리어코트 '동시가능'인지 축분열인지 도메인 확인 필요. 동시가능=KEEP·택일=통합. designer 이관 금지→컨펌큐,
PRD_000020,화이트인쇄엽서,종이,큐리어스스킨 블랙 270g,(무참조 항목),U-3(자재 선택→생산+가격),N(미배선),Y,EXTEND,4개 자재 옵션이 ref .03 미배선(items 0). 자재는 product_materials에 실재(4종) → 배선 갭. 실무진 IMPORT 존중[HARD]·삭제금지,가격 파손 모드 그룹참조
PRD_000020,화이트인쇄엽서,종이,큐리어스스킨 레드 270g,(무참조 항목),U-3(자재 선택→생산+가격),N(미배선),Y,EXTEND,4개 자재 옵션이 ref .03 미배선(items 0). 자재는 product_materials에 실재(4종) → 배선 갭. 실무진 IMPORT 존중[HARD]·삭제금지,가격 파손 모드 그룹참조
PRD_000020,화이트인쇄엽서,종이,큐리어스스킨 다크블루 270g,(무참조 항목),U-3(자재 선택→생산+가격),N(미배선),Y,EXTEND,4개 자재 옵션이 ref .03 미배선(items 0). 자재는 product_materials에 실재(4종) → 배선 갭. 실무진 IMPORT 존중[HARD]·삭제금지,가격 파손 모드 그룹참조
PRD_000020,화이트인쇄엽서,종이,큐리어스스킨 바이올렛 270g,(무참조 항목),U-3(자재 선택→생산+가격),N(미배선),Y,EXTEND,4개 자재 옵션이 ref .03 미배선(items 0). 자재는 product_materials에 실재(4종) → 배선 갭. 실무진 IMPORT 존중[HARD]·삭제금지,가격 파손 모드 그룹참조
PRD_000020,화이트인쇄엽서,클리어인쇄,클리어인쇄(없음),(무참조 항목),U-3(별색 spot→생산/가격),Y-트리거정합(공정 2/2),Y,AMBIG,OG-2 판례: 화이트base+클리어코트 '동시가능'인지 축분열인지 도메인 확인 필요. 동시가능=KEEP·택일=통합. designer 이관 금지→컨펌큐,가격 파손 모드 그룹참조
PRD_000020,화이트인쇄엽서,클리어인쇄,클리어인쇄(단면),공정:PROC_000009(클리어인쇄),U-3(별색 spot→생산/가격),Y-트리거정합(공정 2/2),Y,AMBIG,OG-2 판례: 화이트base+클리어코트 '동시가능'인지 축분열인지 도메인 확인 필요. 동시가능=KEEP·택일=통합. designer 이관 금지→컨펌큐,
PRD_000020,화이트인쇄엽서,클리어인쇄,클리어인쇄(양면),공정:PROC_000009(클리어인쇄),U-3(별색 spot→생산/가격),Y-트리거정합(공정 2/2),Y,AMBIG,OG-2 판례: 화이트base+클리어코트 '동시가능'인지 축분열인지 도메인 확인 필요. 동시가능=KEEP·택일=통합. designer 이관 금지→컨펌큐,
PRD_000021,핑크별색엽서,인쇄,단면,(무참조 항목),U-3(도수 선택→인쇄비),N(미배선),Y,EXTEND,인쇄 옵션 2개 ref .06 미배선 → 도수 배선 갭,가격 파손 모드 그룹참조
PRD_000021,핑크별색엽서,인쇄,양면,(무참조 항목),U-3(도수 선택→인쇄비),N(미배선),Y,EXTEND,인쇄 옵션 2개 ref .06 미배선 → 도수 배선 갭,가격 파손 모드 그룹참조
PRD_000021,핑크별색엽서,종이,몽블랑 190g,자재:MAT_000107(몽블랑 190g),U-3(자재 선택→생산+가격),Y-트리거정합(3/3),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000021,핑크별색엽서,종이,몽블랑 240g,자재:MAT_000109(몽블랑 240g),U-3(자재 선택→생산+가격),Y-트리거정합(3/3),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000021,핑크별색엽서,종이,아코팩 웜화이트 250g,자재:MAT_000347(아코팩 웜화이트 250g),U-3(자재 선택→생산+가격),Y-트리거정합(3/3),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000021,핑크별색엽서,핑크인쇄,핑크별색(단면),공정:PROC_000010(핑크인쇄),U-3(별색 spot→생산/가격),Y-트리거정합(공정 2/2),Y,EXTEND,별색 명명 분열(OG-1 판례). 정규 '별색' 그룹1+색상=항목으로 통합 권고. 물리제약(투명PET에만 화이트base)=CN-1/3. §12 주도,
PRD_000021,핑크별색엽서,핑크인쇄,핑크별색(양면),공정:PROC_000010(핑크인쇄),U-3(별색 spot→생산/가격),Y-트리거정합(공정 2/2),Y,EXTEND,별색 명명 분열(OG-1 판례). 정규 '별색' 그룹1+색상=항목으로 통합 권고. 물리제약(투명PET에만 화이트base)=CN-1/3. §12 주도,
PRD_000024,포토카드,인쇄,단면,도수:1,U-3(도수 선택→인쇄비),Y-트리거정합(도수),Y,KEEP,도수(단/양면·칼라) 선택 옵션 ref .06→print_opt_cd 환원. product_print_options와 공존은 설계 정합,
PRD_000024,포토카드,인쇄,양면,도수:2,U-3(도수 선택→인쇄비),Y-트리거정합(도수),Y,KEEP,도수(단/양면·칼라) 선택 옵션 ref .06→print_opt_cd 환원. product_print_options와 공존은 설계 정합,
PRD_000024,포토카드,종이,아트지 300g,자재:MAT_000082(아트지 300g),U-3(자재 선택→생산+가격),Y-트리거정합(1/1),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000024,포토카드,코팅,유광,공정:PROC_000014(유광라미네이팅),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 코팅,
PRD_000024,포토카드,코팅,무광,공정:PROC_000015(무광라미네이팅),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 코팅,
PRD_000024,포토카드,모서리,직각,공정:PROC_000027(직각),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 모서리,
PRD_000024,포토카드,모서리,둥근,공정:PROC_000028(둥근),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 모서리,
PRD_000024,포토카드,제작방식,세트,(무참조 항목),U-2(제작방식=수량/가격모델 선택),N(무참조),Y(가격모델),AMBIG,세트(20장1세트) vs 대량제작 — ref 무·수량/가격 모델 좌우하나 소비 지점 불명(opt_cd/qty 모델?). 시뮬 소비 확인 필요→컨펌큐. 가격종속,가격 파손 모드 그룹참조
