prd_cd,prd_nm,current_qty_unit_typ_cd,target_qty_unit_typ_cd,use_yn,_provenance
PRD_000036,미니모양명함,NULL,QTY_UNIT.02,Y,C-4 상품군별 일괄(digital-print 낱장=매=QTY_UNIT.02). 라이브 현재 NULL
PRD_000037,오리지널박명함,NULL,QTY_UNIT.02,Y,C-4 상품군별 일괄(digital-print 낱장=매=QTY_UNIT.02). 라이브 현재 NULL
PRD_000038,형압명함,NULL,QTY_UNIT.02,N,C-4 상품군별 일괄(digital-print 낱장=매=QTY_UNIT.02). 라이브 현재 NULL
PRD_000039,투명명함,NULL,QTY_UNIT.02,Y,C-4 상품군별 일괄(digital-print 낱장=매=QTY_UNIT.02). 라이브 현재 NULL
PRD_000040,화이트인쇄명함,NULL,QTY_UNIT.02,Y,C-4 상품군별 일괄(digital-print 낱장=매=QTY_UNIT.02). 라이브 현재 NULL
PRD_000041,스탠다드 쿠폰/상품권,NULL,QTY_UNIT.02,Y,C-4 상품군별 일괄(digital-print 낱장=매=QTY_UNIT.02). 라이브 현재 NULL
PRD_000042,프리미엄 쿠폰/상품권,NULL,QTY_UNIT.02,Y,C-4 상품군별 일괄(digital-print 낱장=매=QTY_UNIT.02). 라이브 현재 NULL
PRD_000043,인쇄배경지(OPP봉투타입),NULL,QTY_UNIT.02,Y,C-4 상품군별 일괄(digital-print 낱장=매=QTY_UNIT.02). 라이브 현재 NULL
PRD_000044,인쇄배경지(투명케이스타입),NULL,QTY_UNIT.02,Y,C-4 상품군별 일괄(digital-print 낱장=매=QTY_UNIT.02). 라이브 현재 NULL
PRD_000045,인쇄헤더택,NULL,QTY_UNIT.02,Y,C-4 상품군별 일괄(digital-print 낱장=매=QTY_UNIT.02). 라이브 현재 NULL
PRD_000046,라벨/택,NULL,QTY_UNIT.02,Y,C-4 상품군별 일괄(digital-print 낱장=매=QTY_UNIT.02). 라이브 현재 NULL
PRD_000047,소량전단지,NULL,QTY_UNIT.02,Y,C-4 상품군별 일괄(digital-print 낱장=매=QTY_UNIT.02). 라이브 현재 NULL
PRD_000048,접지리플렛,NULL,QTY_UNIT.02,Y,C-4 상품군별 일괄(digital-print 낱장=매=QTY_UNIT.02). 라이브 현재 NULL
PRD_000049,와이드 접지리플렛,NULL,QTY_UNIT.02,Y,C-4 상품군별 일괄(digital-print 낱장=매=QTY_UNIT.02). 라이브 현재 NULL
PRD_000050,봉투제작,NULL,QTY_UNIT.02,Y,C-4 상품군별 일괄(digital-print 낱장=매=QTY_UNIT.02). 라이브 현재 NULL
PRD_000051,썬캡,NULL,QTY_UNIT.02,N,C-4 상품군별 일괄(digital-print 낱장=매=QTY_UNIT.02). 라이브 현재 NULL
