system,group,screen_id,screen_name,role,function,work_type,counterpart,direction,owner_side,plan_row_id,status,evidence
mes,출하·배송,MES-DLV-FrmDelivery,출고 처리(패킹·송장),생산(MES),조회(패킹리스트·주문정보),build,,,,STD-MFG-111,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Delivery/FrmDelivery.cs:31 (class FrmDelivery : BaseForm; 바코드 리딩/패킹 리스트 캡션)
mes,출하·배송,MES-DLV-FrmDelivery,출고 처리(패킹·송장),생산(MES),송장 출력(RptHJInvoiceFS),build,,,,STD-MFG-111,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Delivery/FrmDelivery.cs:671 (RptHJInvoiceFS rpt = new RptHJInvoiceFS(invoiceList);)
mes,출하·배송,MES-DLV-FrmDelivery,출고 처리(패킹·송장),생산(MES),전체 강제 출고 진행,build,,,,STD-MFG-110,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Delivery/FrmDelivery.cs:31 (designer.cs 캡션: 전체 강제 출고 진행)
mes,출하·배송,MES-DLV-FrmDeliveryEtc,출고 처리(기타·강제출고),생산(MES),출고 완료 처리/전체 강제 출고,build,,,,STD-MFG-110,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Delivery/FrmDeliveryEtc.cs:22 (class FrmDeliveryEtc : BaseForm; designer.cs 캡션: 출고 완료/전체 강제 출고 진행)
mes,출하·배송,MES-DLV-FrmDeliveryReadyList,출고대기 목록,생산(MES),조회(출고 일자·거래처·배송유형별 출고대기 목록),build,,,,STD-MFG-116,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Delivery/FrmDeliveryReadyList.cs:27 (class FrmDeliveryReadyList : BaseForm; designer.cs 캡션: 출고목록 - 0건 조회/배송 유형)
mes,생산,MES-MFG-FrmMnfStatus,생산 현황,생산(MES),조회(주문일자·생산상태·사업장·출고요청일별 생산현황),build,,,,STD-ADO-012,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfStatus.cs:34 (class FrmMnfStatus : BaseForm; designer.cs 캡션: 생산 현황 - 0건 조회/주문 상태)
mes,생산,MES-MFG-FrmMnfStatus,생산 현황,생산(MES),작업지시서 출력(RptJobOrderA4Huni),build,,,,STD-ADO-006,완료,"/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfStatus.cs:510,515 (t = typeof(RptJobOrderA4Huni); rpt = new RptJobOrderA4Huni(dsTemp);)"
mes,생산,MES-MFG-FrmMnfPrint,인쇄공정 현황,생산(MES),조회/시작·종료 처리(사업장·인쇄업체별 대수 시작/종료),build,,,,STD-ADO-012,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfPrint.cs:32 (class FrmMnfPrint : BaseForm; designer.cs 캡션: 인쇄 공정 현황 상세/전체 대수 시작/종료)
mes,생산,MES-MFG-FrmMnfPrintNew,인쇄공정 현황(신),생산(MES),조회/처리(사업장·인쇄업체·공장별),build,,,,STD-ADO-012,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfPrintNew.cs:33 (class FrmMnfPrintNew : BaseForm; designer.cs 캡션: 본사 1공장/본사 2공장/인쇄 업체)
mes,생산,MES-MFG-FrmMnfCtp,출력공정 현황(CTP),생산(MES),조회/시작·종료 처리(출력 공정 현황 상세),build,,,,STD-ADO-012,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfCtp.cs:30 (class FrmMnfCtp : BaseForm; designer.cs 캡션: 출력 공정 현황 상세/전체 대수 시작/종료)
mes,생산,MES-MFG-FrmMnfPrcsUpdate,처리공정 설정(공정 시작·종료),생산(MES),공정 선택/공정 시작/공정 종료 처리,build,,,,STD-MFG-088,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfPrcsUpdate.cs:26 (class FrmMnfPrcsUpdate : BaseForm; designer.cs 캡션: 처리 공정 설정/공정 시작/종료)
mes,생산,MES-MFG-FrmMnfFinish,공정 완료 처리,생산(MES),조회 공정 선택/완료 처리(외주업체 포함),build,,,,STD-MFG-088,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfFinish.cs:33 (class FrmMnfFinish : BaseForm; designer.cs 캡션: 조회 공정/외주 업체)
mes,생산,MES-MFG-FrmMnfSetFinish,후공정 현황 처리,생산(MES),선택 공정 시작/종료 처리(후공정 현황 상세),build,,,,STD-MFG-089,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfSetFinish.cs:29 (class FrmMnfSetFinish : BaseForm; designer.cs 캡션: 후공정 현황 상세/선택 공정 시작/종료)
mes,생산,MES-MFG-FrmMnfOutsource,외주 관리,생산(MES),조회/등록(외주 일자·외주 업체·외주 목록),build,,,,STD-MFG-100,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfOutsource.cs:37 (class FrmMnfOutsource : BaseForm; designer.cs 캡션: 외주 일자/외주 업체/외주 목록)
mes,수주·주문,MES-ORD-FrmOrder,주문 관리,생산(MES),조회(조회기간·거래처·사업장·주문상태별 주문 목록),build,,,,T4-4,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrder.cs:30 (class FrmOrder : BaseForm; designer.cs 캡션: 조회 조건/조회 기간/거래처 명/주문 상태)
mes,수주·주문,MES-ORD-FrmOrder,주문 관리,생산(MES),작업지시서 출력(RptJobOrder),build,,,,STD-ADO-006,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrder.cs:525 (RptJobOrder rpt = new RptJobOrder(dsRpt);)
mes,수주·주문,MES-ORD-FrmOrder2,주문 관리(신),생산(MES),조회(최근3일/7일·조회기간·거래처·주문상태),build,,,,T4-4,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrder2.cs:37 (class FrmOrder2 : BaseForm; designer.cs 캡션: 최근 7일/최근 3일/금일)
mes,수주·주문,MES-ORD-FrmOrder2,주문 관리(신),생산(MES),작업지시서 출력(RptJobOrderA4Huni),build,,,,STD-ADO-006,완료,"/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrder2.cs:741,748 (t = typeof(RptJobOrderA4Huni); rpt = new RptJobOrderA4Huni(dsTemp);)"
mes,수주·주문,MES-ORD-FrmOrderOffline,오프라인 주문 등록,운영자(CS·상품),등록(거래처·품목·급행여부·출고요청일 직접 입력),build,,,,STD-MFG-133,완료,"[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrderOffline.cs:38 (class FrmOrderOffline : BaseForm; designer.cs 캡션: 주문 기본 정보/견적 일자/급행 여부) [힌트대비 판정근거] plan_row_id=STD-MFG-133 매핑에도 분모밖 — 오프라인(전화·팩스 직접입력) 채널 전용 화면으로, 샵바이 신규 주문수신→원고승격→PitStop→접수→생산지시 파이프라인이 이 화면을 통과하지 않음."
mes,수주·주문,MES-ORD-FrmOrderExcelImportBizHows,주문 엑셀 임포트(비즈하우스),운영자(CS·상품),데이터 불러오기(엑셀→주문 등록),build,,,,STD-MFG-071,완료,"[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrderExcelImportBizHows.cs:34 (class FrmOrderExcelImportBizHows : BaseForm; designer.cs 캡션: 데이타 불러오기/주문 일자) [힌트대비 판정근거] plan_row_id=STD-MFG-071 매핑에도 분모밖 — 비즈하우스 OEM 파트너 전용 엑셀 주문수신 경로로, 샵바이 신규 파이프라인과 무관한 별도 B2B 채널."
mes,수주·주문,MES-ORD-FrmOrderExcelImportContinue,주문 엑셀 임포트(컨티뉴),운영자(CS·상품),데이터 불러오기(엑셀→주문 등록),build,,,,STD-MFG-071,완료,"[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrderExcelImportContinue.cs:29 (class FrmOrderExcelImportContinue : BaseForm) [힌트대비 판정근거] plan_row_id=STD-MFG-071 매핑에도 분모밖 — 컨티뉴 OEM 파트너 전용 엑셀 주문수신 경로로, 샵바이 신규 파이프라인과 무관한 별도 B2B 채널."
mes,수주·주문,MES-ORD-FrmOrderExcelImportFuji,주문 엑셀 임포트(후지필름),운영자(CS·상품),데이터 불러오기(엑셀→주문 등록),build,,,,STD-MFG-071,완료,"[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrderExcelImportFuji.cs:31 (class FrmOrderExcelImportFuji : BaseForm) [힌트대비 판정근거] plan_row_id=STD-MFG-071 매핑에도 분모밖 — 후지필름 OEM 파트너 전용 엑셀 주문수신 경로로, 샵바이 신규 파이프라인과 무관한 별도 B2B 채널."
mes,품목·제품,MES-PRD-FrmItem,품목 관리,운영자(CS·상품),조회/등록/수정(품목유형·품목그룹·단위),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Product/FrmItem.cs:32 (class FrmItem : BaseForm; 파일 106KB — 가장 규모가 큰 품목 마스터 화면)
mes,품목·제품,MES-PRD-FrmItemGroup,품목그룹 관리,운영자(CS·상품),조회/등록/수정(품목그룹),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Product/FrmItemGroup.cs:26 (class FrmItemGroup : BaseForm)
mes,품목·제품,MES-PRD-FrmItemModel,품목모델 관리,운영자(CS·상품),조회/등록/수정(인쇄용지·재단/작업 사이즈·생산소요일),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Product/FrmItemModel.cs:34 (class FrmItemModel : BaseForm; designer.cs 캡션: 인쇄 용지/재단 사이즈/생산소요일)
mes,품목·제품,MES-PRD-FrmItemOption,품목옵션 관리,운영자(CS·상품),조회/등록/수정(옵션그룹·옵션·표시명·정렬순서),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Product/FrmItemOption.cs:30 (class FrmItemOption : BaseForm; designer.cs 캡션: 옵션 그룹 목록/옵션 명/옵션 코드)
mes,품목·제품,MES-PRD-FrmMaterial,자재 관리,운영자(CS·상품),조회/등록/수정(자재유형·재고관리여부·적정재고수량),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Product/FrmMaterial.cs:31 (class FrmMaterial : BaseForm; designer.cs 캡션: 재고 관리 여부/적정 재고 수량/제지 유형)
mes,품목·제품,MES-PRD-FrmProcess,공정 관리,생산(MES),조회/등록/수정(공정그룹·공정·주문상태 매핑·단가계산방식),build,,,,STD-MFG-084,완료,"[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Product/FrmProcess.cs:33 (class FrmProcess : BaseForm; designer.cs 캡션: 주문 상태 매핑/단가 계산 방식) [힌트대비 판정근거] plan_row_id=STD-MFG-084 매핑에도 분모밖 — 공정 마스터는 사전 설정 그릇(사전에 이미 존재)이며, 신규 주문이 이 화면 자체를 통과하지 않음(주문은 이미 설정된 공정을 소비할 뿐)."
mes,품목·제품,MES-PRD-FrmProcessRoute,공정라우트 관리,생산(MES),조회/등록/수정(공정라우트·상세공정 목록),build,,,,STD-MFG-084,완료,"[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Product/FrmProcessRoute.cs:29 (class FrmProcessRoute : BaseForm; designer.cs 캡션: 공정라우트 추가/삭제/공정 라우트 목록) [힌트대비 판정근거] plan_row_id=STD-MFG-084 매핑에도 분모밖 — 공정라우트 마스터는 사전 설정 그릇이며, 신규 주문이 이 화면 자체를 통과하지 않음."
mes,품목·제품,MES-PRD-FrmSize,사이즈(규격) 관리,운영자(CS·상품),조회/등록/수정(제지 규격 유형),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Product/FrmSize.cs:27 (class FrmSize : BaseForm; designer.cs 캡션: 제지 규격 유형)
mes,품목·제품,MES-PRD-FrmPaperPrice,재지 단가 관리,운영자(CS·상품),조회/등록/수정(재지별 연당 단가),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Product/FrmPaperPrice.cs:37 (class FrmPaperPrice : BaseForm; designer.cs 캡션: 재지별 연당 단가)
mes,품목·제품,MES-PRD-FrmPrcsPrice,공정별 단가 관리,운영자(CS·상품),조회/등록/수정(공정별 단가),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Product/FrmPrcsPrice.cs:38 (class FrmPrcsPrice : BaseForm; designer.cs 캡션: 공정 단가)
mes,품목·제품,MES-PRD-FrmCGradePaperDCRate,고객등급별 제지 할인율 관리,운영자(CS·상품),조회/등록/수정(고객등급×제지 할인율),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Product/FrmCGradePaperDCRate.cs:29 (class FrmCGradePaperDCRate : BaseForm)
mes,품목·제품,MES-PRD-FrmCGradePrcsMarginRate,고객등급별 그룹공정 마진율 관리,운영자(CS·상품),조회/등록/수정(고객등급×그룹공정 마진율),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Product/FrmCGradePrcsMarginRate.cs:29 (class FrmCGradePrcsMarginRate : BaseForm)
mes,품목·제품,MES-PRD-FrmCustomerPaperDCRate,고객별 제지 할인율 관리,운영자(CS·상품),조회/등록/수정(고객×제지 할인율),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Product/FrmCustomerPaperDCRate.cs:30 (class FrmCustomerPaperDCRate : BaseForm)
mes,품목·제품,MES-PRD-FrmCustomerPrcsMarginRate,고객별 그룹공정 마진율 관리,운영자(CS·상품),조회/등록/수정(고객×그룹공정 마진율),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Product/FrmCustomerPrcsMarginRate.cs:29 (class FrmCustomerPrcsMarginRate : BaseForm)
mes,품목·제품,MES-PRD-FrmPrcsCGradeDCRate,그룹공정별 고객등급 할인율 관리,운영자(CS·상품),조회/등록/수정(그룹공정×고객등급 할인율),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Product/FrmPrcsCGradeDCRate.cs:29 (class FrmPrcsCGradeDCRate : BaseForm)
mes,품목·제품,MES-PRD-FrmBookBundleCoefficient,재지 평량별 꼭지수 가중치 관리,운영자(CS·상품),조회/등록/수정(평량별 가중치),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Product/FrmBookBundleCoefficient.cs:33 (class FrmBookBundleCoefficient : BaseForm; designer.cs 캡션: 재지 평량별 꼭지수 가중치 관리)
mes,품목·제품,MES-PRD-FrmBookCalcSettings,단가계산 환경변수 설정,운영자(CS·상품),"등록/수정(무선·중철 표지·날개 가중치, 별색인쇄비 할증율 등)",build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Product/FrmBookCalcSettings.cs:32 (class FrmBookCalcSettings : BaseForm; designer.cs 캡션: 단가 계산 환경변수 설정)
mes,품목·제품,MES-PRD-FrmBookCutDifficulty,판걸이수별 재단공정 관리,운영자(CS·상품),조회/등록/수정(판걸이 수별 재단 공정),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Product/FrmBookCutDifficulty.cs:33 (class FrmBookCutDifficulty : BaseForm; designer.cs 캡션: 판걸이 수별 재단 공정 관리)
mes,품목·제품,MES-PRD-FrmBookPaperOverplus,종이여분 관리,운영자(CS·상품),조회/등록/수정(종이 여분),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Product/FrmBookPaperOverplus.cs:32 (class FrmBookPaperOverplus : BaseForm; designer.cs 캡션: 종이 여분 관리)
mes,영업,MES-SAL-FrmEstimate,견적 관리,운영자(CS·상품),조회(견적일자·사업장·견적번호·영업담당자·거래처·견적상태),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Sales/FrmEstimate.cs:33 (class FrmEstimate : BaseForm; designer.cs 캡션: 견적 목록/견적서 품목 목록) (영업 담당자 업무화면 — designer.cs 캡션 필드: 영업 담당자)
mes,영업,MES-SAL-FrmEstimate,견적 관리,운영자(CS·상품),견적서 출력(RptEstimateA4Table),build,,,,NEW,완료,"[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Sales/FrmEstimate.cs:709,733 (RptEstimateA4Table rpt = new RptEstimateA4Table(dsReport);) (영업 담당자 업무화면 — designer.cs 캡션 필드: 영업 담당자)"
mes,영업,MES-SAL-FrmReceiveOrder,수주 관리,운영자(CS·상품),조회(견적조회기간·견적번호·영업담당자·거래처),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Sales/FrmReceiveOrder.cs:37 (class FrmReceiveOrder : BaseForm; designer.cs 캡션: 수주 목록/결제 정보/결제 메모) (영업 담당자 업무화면 — designer.cs 캡션 필드: 영업 담당자)
mes,영업,MES-SAL-FrmReceiveOrder,수주 관리,운영자(CS·상품),수주 처리(결제정보·배송정보 등록·견적서 출력),build,,,,NEW,완료,"[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Sales/FrmReceiveOrder.cs:782,806 (RptEstimateA4Table rpt = new RptEstimateA4Table(dsReport);) (영업 담당자 업무화면 — designer.cs 캡션 필드: 영업 담당자)"
mes,통계·리포트,MES-STA-FrmOrderList,주문·출고 통계 목록,운영자(CS·상품),"조회(주문일자·거래처·출고목록 통계, 이번달/지난달 필터)",build,,,,STD-FIN-007,완료,"[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Statistics/FrmOrderList.cs:28 (class FrmOrderList : BaseForm; designer.cs 캡션: 출고목록 - 0건 조회/이번 달/지난 달) [힌트대비 판정근거] plan_row_id=STD-FIN-007 매핑에도 분모밖 — 기존에 이미 존재하던 통계 리포트 화면이며, 신규 주문 데이터가 이 화면에 '반영'되는 것과 신규 파이프라인이 이 화면을 '통과'하는 것은 다름(화면 자체는 오픈 이전부터 존재·오픈과 인과관계 없음)."
mes,설치·설정,MES-SYS-ConnectionWizard,서비스 접속 설정(Connection Wizard),관리자,등록/수정(자동 업데이트 URL·Application Service URL),build,,,,NEW,완료,"[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.ConnectionWizard/FrmMain.cs:20 (class FrmMain : Form, 별도 실행파일; designer.cs:128,145 자동 업데이트 URL/Application Service URL)"
