table,pk,comp_cd,comp_nm,current_note,corrected_note,flag
t_prc_price_components,COMP_FOLD_CARD_2H,COMP_FOLD_CARD_2H,접지비(후가공) [COMP_FOLD_CARD_2H],round-2 7시트 확대 자동생성,접지(접는 가공)비(후가공). 접지 종류·주문수량 구간별 작업 1건 고정 금액(수량을 곱하지 않음).,
t_prc_price_components,COMP_FOLD_CARD_3H,COMP_FOLD_CARD_3H,접지비(후가공) [COMP_FOLD_CARD_3H],round-2 7시트 확대 자동생성,접지(접는 가공)비(후가공). 접지 종류·주문수량 구간별 작업 1건 고정 금액(수량을 곱하지 않음).,
t_prc_price_components,COMP_FOLD_CARD_6CR,COMP_FOLD_CARD_6CR,접지비(후가공) [COMP_FOLD_CARD_6CR],round-2 7시트 확대 자동생성,접지(접는 가공)비(후가공). 접지 종류·주문수량 구간별 작업 1건 고정 금액(수량을 곱하지 않음).,
t_prc_price_components,COMP_FOLD_LEAF_3FOLD,COMP_FOLD_LEAF_3FOLD,접지비(후가공) [COMP_FOLD_LEAF_3FOLD],round-2 7시트 확대 자동생성,접지(접는 가공)비(후가공). 접지 종류·주문수량 구간별 작업 1건 고정 금액(수량을 곱하지 않음).,
t_prc_price_components,COMP_FOLD_LEAF_4ACC,COMP_FOLD_LEAF_4ACC,접지비(후가공) [COMP_FOLD_LEAF_4ACC],round-2 7시트 확대 자동생성,접지(접는 가공)비(후가공). 접지 종류·주문수량 구간별 작업 1건 고정 금액(수량을 곱하지 않음).,
t_prc_price_components,COMP_FOLD_LEAF_4GATE,COMP_FOLD_LEAF_4GATE,접지비(후가공) [COMP_FOLD_LEAF_4GATE],round-2 7시트 확대 자동생성,접지(접는 가공)비(후가공). 접지 종류·주문수량 구간별 작업 1건 고정 금액(수량을 곱하지 않음).,
t_prc_price_components,COMP_FOLD_LEAF_HALF,COMP_FOLD_LEAF_HALF,접지비(후가공) [COMP_FOLD_LEAF_HALF],round-2 7시트 확대 자동생성,접지(접는 가공)비(후가공). 접지 종류·주문수량 구간별 작업 1건 고정 금액(수량을 곱하지 않음).,
t_prc_price_components,COMP_GANGPAN_PRINT,COMP_GANGPAN_PRINT,합판도무송 단가(완제품가) [COMP_GANGPAN_PRINT],round-2 7시트 확대 자동생성,합판 도무송(목형 따기) 완제품가. 사이즈·수량별 단가표.,
t_prc_price_components,COMP_NAMECARD_CLEAR_S1,COMP_NAMECARD_CLEAR_S1,명함 단가(용지포함 완제품가) [COMP_NAMECARD_CLEAR_S1],round-2 7시트 확대 자동생성,명함 완제품가(용지 포함). 소재·인쇄면·수량을 합산한 1건당 단가표.,
t_prc_price_components,COMP_NAMECARD_COAT_S1,COMP_NAMECARD_COAT_S1,명함 단가(용지포함 완제품가) [COMP_NAMECARD_COAT_S1],round-2 7시트 확대 자동생성,명함 완제품가(용지 포함). 소재·인쇄면·수량을 합산한 1건당 단가표.,
t_prc_price_components,COMP_NAMECARD_COAT_S2,COMP_NAMECARD_COAT_S2,명함 단가(용지포함 완제품가) [COMP_NAMECARD_COAT_S2],round-2 7시트 확대 자동생성,명함 완제품가(용지 포함). 소재·인쇄면·수량을 합산한 1건당 단가표.,
t_prc_price_components,COMP_NAMECARD_FOIL_S1_HOLO,COMP_NAMECARD_FOIL_S1_HOLO,오리지널박 합가(완제품가) [COMP_NAMECARD_FOIL_S1_HOLO],round-2 7시트 확대 자동생성,오리지널 박명함 완제품가(종이+동판+박 가공 합산). 인쇄면·박 종류·수량별 단가표.,
t_prc_price_components,COMP_NAMECARD_FOIL_S1_STD,COMP_NAMECARD_FOIL_S1_STD,오리지널박 합가(완제품가) [COMP_NAMECARD_FOIL_S1_STD],round-2 7시트 확대 자동생성,오리지널 박명함 완제품가(종이+동판+박 가공 합산). 인쇄면·박 종류·수량별 단가표.,
t_prc_price_components,COMP_NAMECARD_FOIL_S2_HOLO,COMP_NAMECARD_FOIL_S2_HOLO,오리지널박 합가(완제품가) [COMP_NAMECARD_FOIL_S2_HOLO],round-2 7시트 확대 자동생성,오리지널 박명함 완제품가(종이+동판+박 가공 합산). 인쇄면·박 종류·수량별 단가표.,
t_prc_price_components,COMP_NAMECARD_FOIL_S2_STD,COMP_NAMECARD_FOIL_S2_STD,오리지널박 합가(완제품가) [COMP_NAMECARD_FOIL_S2_STD],round-2 7시트 확대 자동생성,오리지널 박명함 완제품가(종이+동판+박 가공 합산). 인쇄면·박 종류·수량별 단가표.,
t_prc_price_components,COMP_NAMECARD_FOIL_SETUP_S1_STD,COMP_NAMECARD_FOIL_SETUP_S1_STD,박형압 동판셋업비 [COMP_NAMECARD_FOIL_SETUP_S1_STD],round-2 7시트 확대 자동생성,박·형압용 동판 셋업비. 주문 1건당 한 번 부과(수량을 곱하지 않음).,
t_prc_price_components,COMP_NAMECARD_FOIL_SETUP_S2_STD,COMP_NAMECARD_FOIL_SETUP_S2_STD,박형압 동판셋업비 [COMP_NAMECARD_FOIL_SETUP_S2_STD],round-2 7시트 확대 자동생성,박·형압용 동판 셋업비. 주문 1건당 한 번 부과(수량을 곱하지 않음).,
t_prc_price_components,COMP_NAMECARD_MINISHAPE_S1,COMP_NAMECARD_MINISHAPE_S1,명함 단가(용지포함 완제품가) [COMP_NAMECARD_MINISHAPE_S1],round-2 7시트 확대 자동생성,명함 완제품가(용지 포함). 소재·인쇄면·수량을 합산한 1건당 단가표.,
t_prc_price_components,COMP_NAMECARD_MINISHAPE_S2,COMP_NAMECARD_MINISHAPE_S2,명함 단가(용지포함 완제품가) [COMP_NAMECARD_MINISHAPE_S2],round-2 7시트 확대 자동생성,명함 완제품가(용지 포함). 소재·인쇄면·수량을 합산한 1건당 단가표.,
t_prc_price_components,COMP_NAMECARD_PEARL_S1,COMP_NAMECARD_PEARL_S1,명함 단가(용지포함 완제품가) [COMP_NAMECARD_PEARL_S1],round-2 7시트 확대 자동생성,명함 완제품가(용지 포함). 소재·인쇄면·수량을 합산한 1건당 단가표.,
t_prc_price_components,COMP_NAMECARD_PEARL_S2,COMP_NAMECARD_PEARL_S2,명함 단가(용지포함 완제품가) [COMP_NAMECARD_PEARL_S2],round-2 7시트 확대 자동생성,명함 완제품가(용지 포함). 소재·인쇄면·수량을 합산한 1건당 단가표.,
t_prc_price_components,COMP_NAMECARD_PREMIUM_S1_MGA,COMP_NAMECARD_PREMIUM_S1_MGA,명함 단가(용지포함 완제품가) [COMP_NAMECARD_PREMIUM_S1_MGA],round-2 7시트 확대 자동생성,명함 완제품가(용지 포함). 소재·인쇄면·수량을 합산한 1건당 단가표.,
t_prc_price_components,COMP_NAMECARD_PREMIUM_S1_MGB,COMP_NAMECARD_PREMIUM_S1_MGB,명함 단가(용지포함 완제품가) [COMP_NAMECARD_PREMIUM_S1_MGB],round-2 7시트 확대 자동생성,명함 완제품가(용지 포함). 소재·인쇄면·수량을 합산한 1건당 단가표.,
t_prc_price_components,COMP_NAMECARD_PREMIUM_S2_MGA,COMP_NAMECARD_PREMIUM_S2_MGA,명함 단가(용지포함 완제품가) [COMP_NAMECARD_PREMIUM_S2_MGA],round-2 7시트 확대 자동생성,명함 완제품가(용지 포함). 소재·인쇄면·수량을 합산한 1건당 단가표.,
t_prc_price_components,COMP_NAMECARD_PREMIUM_S2_MGB,COMP_NAMECARD_PREMIUM_S2_MGB,명함 단가(용지포함 완제품가) [COMP_NAMECARD_PREMIUM_S2_MGB],round-2 7시트 확대 자동생성,명함 완제품가(용지 포함). 소재·인쇄면·수량을 합산한 1건당 단가표.,
t_prc_price_components,COMP_NAMECARD_SHAPE_S1,COMP_NAMECARD_SHAPE_S1,명함 단가(용지포함 완제품가) [COMP_NAMECARD_SHAPE_S1],round-2 7시트 확대 자동생성,명함 완제품가(용지 포함). 소재·인쇄면·수량을 합산한 1건당 단가표.,
t_prc_price_components,COMP_NAMECARD_SHAPE_S2,COMP_NAMECARD_SHAPE_S2,명함 단가(용지포함 완제품가) [COMP_NAMECARD_SHAPE_S2],round-2 7시트 확대 자동생성,명함 완제품가(용지 포함). 소재·인쇄면·수량을 합산한 1건당 단가표.,
t_prc_price_components,COMP_NAMECARD_STD_S1,COMP_NAMECARD_STD_S1,명함 단가(용지포함 완제품가) [COMP_NAMECARD_STD_S1],round-2 7시트 확대 자동생성,명함 완제품가(용지 포함). 소재·인쇄면·수량을 합산한 1건당 단가표.,
t_prc_price_components,COMP_NAMECARD_STD_S2,COMP_NAMECARD_STD_S2,명함 단가(용지포함 완제품가) [COMP_NAMECARD_STD_S2],round-2 7시트 확대 자동생성,명함 완제품가(용지 포함). 소재·인쇄면·수량을 합산한 1건당 단가표.,
t_prc_price_components,COMP_NAMECARD_WHITE_S1W_CL,COMP_NAMECARD_WHITE_S1W_CL,명함 단가(용지포함 완제품가) [COMP_NAMECARD_WHITE_S1W_CL],round-2 7시트 확대 자동생성,명함 완제품가(용지 포함). 소재·인쇄면·수량을 합산한 1건당 단가표.,
t_prc_price_components,COMP_NAMECARD_WHITE_S1W_NOCL,COMP_NAMECARD_WHITE_S1W_NOCL,명함 단가(용지포함 완제품가) [COMP_NAMECARD_WHITE_S1W_NOCL],round-2 7시트 확대 자동생성,명함 완제품가(용지 포함). 소재·인쇄면·수량을 합산한 1건당 단가표.,
t_prc_price_components,COMP_NAMECARD_WHITE_S2W_CL,COMP_NAMECARD_WHITE_S2W_CL,명함 단가(용지포함 완제품가) [COMP_NAMECARD_WHITE_S2W_CL],round-2 7시트 확대 자동생성,명함 완제품가(용지 포함). 소재·인쇄면·수량을 합산한 1건당 단가표.,
t_prc_price_components,COMP_NAMECARD_WHITE_S2W_NOCL,COMP_NAMECARD_WHITE_S2W_NOCL,명함 단가(용지포함 완제품가) [COMP_NAMECARD_WHITE_S2W_NOCL],round-2 7시트 확대 자동생성,명함 완제품가(용지 포함). 소재·인쇄면·수량을 합산한 1건당 단가표.,
t_prc_price_components,COMP_PCB_S1_20P,COMP_PCB_S1_20P,엽서북 단가(완제품가) [COMP_PCB_S1_20P],round-2 7시트 확대 자동생성,엽서북 완제품가. 인쇄면·페이지수·수량별 1권당 단가표.,
t_prc_price_components,COMP_PCB_S1_30P,COMP_PCB_S1_30P,엽서북 단가(완제품가) [COMP_PCB_S1_30P],round-2 7시트 확대 자동생성,엽서북 완제품가. 인쇄면·페이지수·수량별 1권당 단가표.,
t_prc_price_components,COMP_PCB_S2_20P,COMP_PCB_S2_20P,엽서북 단가(완제품가) [COMP_PCB_S2_20P],round-2 7시트 확대 자동생성,엽서북 완제품가. 인쇄면·페이지수·수량별 1권당 단가표.,
t_prc_price_components,COMP_PCB_S2_30P,COMP_PCB_S2_30P,엽서북 단가(완제품가) [COMP_PCB_S2_30P],round-2 7시트 확대 자동생성,엽서북 완제품가. 인쇄면·페이지수·수량별 1권당 단가표.,
t_prc_price_components,COMP_PHOTOCARD_BULK,COMP_PHOTOCARD_BULK,포토카드 단가(완제품가) [COMP_PHOTOCARD_BULK],round-2 7시트 확대 자동생성,포토카드 완제품가. 구성·수량별 단가표.,
t_prc_price_components,COMP_PHOTOCARD_CLEAR_SET,COMP_PHOTOCARD_CLEAR_SET,포토카드 단가(완제품가) [COMP_PHOTOCARD_CLEAR_SET],round-2 7시트 확대 자동생성,포토카드 완제품가. 구성·수량별 단가표.,
t_prc_price_components,COMP_PHOTOCARD_SET,COMP_PHOTOCARD_SET,포토카드 단가(완제품가) [COMP_PHOTOCARD_SET],round-2 7시트 확대 자동생성,포토카드 완제품가. 구성·수량별 단가표.,
t_prc_price_components,COMP_POPT_BNR_GAKMOK_STR_900_4,COMP_POPT_BNR_GAKMOK_STR_900_4,포스터 추가옵션 추가가격(별도 add-on 통가격) [COMP_POPT_BNR_GAKMOK_STR_900_4],round-2 7시트 확대 자동생성,포스터·사인 추가옵션 가격(거치대·끈·타공 등 별도 추가). 옵션·수량별 단가표.,
t_prc_price_components,COMP_POPT_BNR_GAKMOK_STR_900_4_GT,COMP_POPT_BNR_GAKMOK_STR_900_4_GT,포스터 추가옵션 추가가격(별도 add-on 통가격) [COMP_POPT_BNR_GAKMOK_STR_900_4_GT],round-2 7시트 확대 자동생성,포스터·사인 추가옵션 가격(거치대·끈·타공 등 별도 추가). 옵션·수량별 단가표.,
t_prc_price_components,COMP_POPT_BNR_GAKMOK_STR_900_4_LE,COMP_POPT_BNR_GAKMOK_STR_900_4_LE,포스터 추가옵션 추가가격(별도 add-on 통가격) [COMP_POPT_BNR_GAKMOK_STR_900_4_LE],round-2 7시트 확대 자동생성,포스터·사인 추가옵션 가격(거치대·끈·타공 등 별도 추가). 옵션·수량별 단가표.,
t_prc_price_components,COMP_POSTER_ACRYLSTK_GLOSS,COMP_POSTER_ACRYLSTK_GLOSS,포스터 완제품가(포함항목 통가격) [COMP_POSTER_ACRYLSTK_GLOSS],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_ACRYLSTK_MIRROR,COMP_POSTER_ACRYLSTK_MIRROR,포스터 완제품가(포함항목 통가격) [COMP_POSTER_ACRYLSTK_MIRROR],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_ADH_CLEAR_PVC,COMP_POSTER_ADH_CLEAR_PVC,포스터 완제품가(포함항목 통가격) [COMP_POSTER_ADH_CLEAR_PVC],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_ADH_WATERPROOF_PVC,COMP_POSTER_ADH_WATERPROOF_PVC,포스터 완제품가(포함항목 통가격) [COMP_POSTER_ADH_WATERPROOF_PVC],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_ARTFABRIC_GRAPHIC,COMP_POSTER_ARTFABRIC_GRAPHIC,포스터 완제품가(포함항목 통가격) [COMP_POSTER_ARTFABRIC_GRAPHIC],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_ARTPAPER_MATTE,COMP_POSTER_ARTPAPER_MATTE,포스터 완제품가(포함항목 통가격) [COMP_POSTER_ARTPAPER_MATTE],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_ARTPRINT_PHOTO,COMP_POSTER_ARTPRINT_PHOTO,포스터 완제품가(포함항목 통가격) [COMP_POSTER_ARTPRINT_PHOTO],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_BANNER_MESH,COMP_POSTER_BANNER_MESH,포스터 완제품가(포함항목 통가격) [COMP_POSTER_BANNER_MESH],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_BANNER_NORMAL,COMP_POSTER_BANNER_NORMAL,포스터 완제품가(포함항목 통가격) [COMP_POSTER_BANNER_NORMAL],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_CANVAS_FABRIC,COMP_POSTER_CANVAS_FABRIC,포스터 완제품가(포함항목 통가격) [COMP_POSTER_CANVAS_FABRIC],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_CANVAS_HANGING,COMP_POSTER_CANVAS_HANGING,포스터 완제품가(포함항목 통가격) [COMP_POSTER_CANVAS_HANGING],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_FOAMBOARD_BLACK,COMP_POSTER_FOAMBOARD_BLACK,포스터 완제품가(포함항목 통가격) [COMP_POSTER_FOAMBOARD_BLACK],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_FOAMBOARD_WHITE,COMP_POSTER_FOAMBOARD_WHITE,포스터 완제품가(포함항목 통가격) [COMP_POSTER_FOAMBOARD_WHITE],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_FOMEXBOARD_WHITE3MM,COMP_POSTER_FOMEXBOARD_WHITE3MM,포스터 완제품가(포함항목 통가격) [COMP_POSTER_FOMEXBOARD_WHITE3MM],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_FOMEXBOARD_WHITE5MM,COMP_POSTER_FOMEXBOARD_WHITE5MM,포스터 완제품가(포함항목 통가격) [COMP_POSTER_FOMEXBOARD_WHITE5MM],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_FRAMELESS_WOOD,COMP_POSTER_FRAMELESS_WOOD,포스터 완제품가(포함항목 통가격) [COMP_POSTER_FRAMELESS_WOOD],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_JOKJA,COMP_POSTER_JOKJA,포스터 완제품가(포함항목 통가격) [COMP_POSTER_JOKJA],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_LEATHER_ARTPRINT,COMP_POSTER_LEATHER_ARTPRINT,포스터 완제품가(포함항목 통가격) [COMP_POSTER_LEATHER_ARTPRINT],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_LEATHER_FRAME,COMP_POSTER_LEATHER_FRAME,포스터 완제품가(포함항목 통가격) [COMP_POSTER_LEATHER_FRAME],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_LINEN_FABRIC,COMP_POSTER_LINEN_FABRIC,포스터 완제품가(포함항목 통가격) [COMP_POSTER_LINEN_FABRIC],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_LINEN_WOODBONG,COMP_POSTER_LINEN_WOODBONG,포스터 완제품가(포함항목 통가격) [COMP_POSTER_LINEN_WOODBONG],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_MESH_BANNER,COMP_POSTER_MESH_BANNER,포스터 완제품가(포함항목 통가격) [COMP_POSTER_MESH_BANNER],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_MESH_PRINT,COMP_POSTER_MESH_PRINT,포스터 완제품가(포함항목 통가격) [COMP_POSTER_MESH_PRINT],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_MINI_BANNER,COMP_POSTER_MINI_BANNER,포스터 완제품가(포함항목 통가격) [COMP_POSTER_MINI_BANNER],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTER_MINI_STANDBOARD,COMP_POSTER_MINI_STANDBOARD,포스터 완제품가(포함항목 통가격) [COMP_POSTER_MINI_STANDBOARD],round-2 7시트 확대 자동생성,포스터·사인 완제품가(소재+출력+가공 포함 통가격). 사이즈·수량별 단가표.,
t_prc_price_components,COMP_POSTEROPT_BANNER_MESH_ADD_QBANG_4,COMP_POSTEROPT_BANNER_MESH_ADD_QBANG_4,포스터 추가옵션 추가가격(별도 add-on 통가격) [COMP_POSTEROPT_BANNER_MESH_ADD_QBANG_4],round-2 7시트 확대 자동생성,포스터·사인 추가옵션 가격(거치대·끈·타공 등 별도 추가). 옵션·수량별 단가표.,
t_prc_price_components,COMP_POSTEROPT_BANNER_MESH_ADD_STRING_4,COMP_POSTEROPT_BANNER_MESH_ADD_STRING_4,포스터 추가옵션 추가가격(별도 add-on 통가격) [COMP_POSTEROPT_BANNER_MESH_ADD_STRING_4],round-2 7시트 확대 자동생성,포스터·사인 추가옵션 가격(거치대·끈·타공 등 별도 추가). 옵션·수량별 단가표.,
t_prc_price_components,COMP_POSTEROPT_BANNER_MESH_PROC_OPT,COMP_POSTEROPT_BANNER_MESH_PROC_OPT,포스터 추가옵션 추가가격(별도 add-on 통가격) [COMP_POSTEROPT_BANNER_MESH_PROC_OPT],round-2 7시트 확대 자동생성,포스터·사인 추가옵션 가격(거치대·끈·타공 등 별도 추가). 옵션·수량별 단가표.,
t_prc_price_components,COMP_POSTEROPT_BANNER_MESH_PROC_PUNCH_4,COMP_POSTEROPT_BANNER_MESH_PROC_PUNCH_4,포스터 추가옵션 추가가격(별도 add-on 통가격) [COMP_POSTEROPT_BANNER_MESH_PROC_PUNCH_4],round-2 7시트 확대 자동생성,포스터·사인 추가옵션 가격(거치대·끈·타공 등 별도 추가). 옵션·수량별 단가표.,
t_prc_price_components,COMP_POSTEROPT_BANNER_MESH_PROC_PUNCH_6,COMP_POSTEROPT_BANNER_MESH_PROC_PUNCH_6,포스터 추가옵션 추가가격(별도 add-on 통가격) [COMP_POSTEROPT_BANNER_MESH_PROC_PUNCH_6],round-2 7시트 확대 자동생성,포스터·사인 추가옵션 가격(거치대·끈·타공 등 별도 추가). 옵션·수량별 단가표.,
t_prc_price_components,COMP_POSTEROPT_BANNER_MESH_PROC_PUNCH_8,COMP_POSTEROPT_BANNER_MESH_PROC_PUNCH_8,포스터 추가옵션 추가가격(별도 add-on 통가격) [COMP_POSTEROPT_BANNER_MESH_PROC_PUNCH_8],round-2 7시트 확대 자동생성,포스터·사인 추가옵션 가격(거치대·끈·타공 등 별도 추가). 옵션·수량별 단가표.,
t_prc_price_components,COMP_POSTEROPT_BANNER_NORMAL_ADD_QBANG_4,COMP_POSTEROPT_BANNER_NORMAL_ADD_QBANG_4,포스터 추가옵션 추가가격(별도 add-on 통가격) [COMP_POSTEROPT_BANNER_NORMAL_ADD_QBANG_4],round-2 7시트 확대 자동생성,포스터·사인 추가옵션 가격(거치대·끈·타공 등 별도 추가). 옵션·수량별 단가표.,
