prd_cd,proc_cd,excl_grp_cd,mand_proc_yn,disp_seq,reg_dt,upd_dt,_provenance
PRD_000181,PROC_000018,,Y,1,2026-06-05 00:00:00,,"[stationery] L1:중철노트 제본사양=""중철제본"" → PROC_000018 중철제본 (R1, ref-processes 마스터 직접매핑)"
PRD_000172,PROC_000015,,N,5,2026-06-05 00:00:00,,"[stationery] L1:만년다이어리(소프트커버) 표지사양=""아트250 + 무광코팅"" → 코팅공정 분리 PROC_000015 무광 (R2/G-ST-4, 자재 swap은 D-ST-4 보류)"
PRD_000173,PROC_000015,,N,5,2026-06-05 00:00:00,,"[stationery] L1:만년다이어리(하드커버) 표지사양=""아트250 + 무광코팅"" → 코팅공정 분리 PROC_000015 무광 (R2/G-ST-4, 자재 swap은 D-ST-4 보류)"
PRD_000176,PROC_000015,,N,5,2026-06-05 00:00:00,,"[stationery] L1:먼슬리플래너 표지사양=""아트250 + 무광코팅"" → 코팅공정 분리 PROC_000015 무광 (R2/G-ST-4, 자재 swap은 D-ST-4 보류)"
PRD_000177,PROC_000015,,N,5,2026-06-05 00:00:00,,"[stationery] L1:스프링노트 표지사양=""아트250 + 무광코팅"" → 코팅공정 분리 PROC_000015 무광 (R2/G-ST-4, 자재 swap은 D-ST-4 보류)"
PRD_000178,PROC_000015,,N,5,2026-06-05 00:00:00,,"[stationery] L1:스프링수첩 표지사양=""아트250 + 무광코팅"" → 코팅공정 분리 PROC_000015 무광 (R2/G-ST-4, 자재 swap은 D-ST-4 보류)"
PRD_000179,PROC_000015,,N,5,2026-06-05 00:00:00,,"[stationery] L1:메모패드 표지사양=""아트250 + 무광코팅"" → 코팅공정 분리 PROC_000015 무광 (R2/G-ST-4, 자재 swap은 D-ST-4 보류)"
PRD_000181,PROC_000015,,N,5,2026-06-05 00:00:00,,"[stationery] L1:중철노트 표지사양=""아트250 + 무광코팅"" → 코팅공정 분리 PROC_000015 무광 (R2/G-ST-4, 자재 swap은 D-ST-4 보류)"
PRD_000053,PROC_000008,,N,2,2026-06-05 00:00:00,,[sticker] L1:반칼 자유형 투명스티커 별색인쇄(옵션)_화이트=화이트인쇄(단면) → 별색(화이트) 공정 PROC_000008(부모 007 미적재·자식 leaf 적재 R-PROC-4). 투명원단 underbase 도메인필수 (R1/G-SK-1)
PRD_000054,PROC_000008,,N,2,2026-06-05 00:00:00,,[sticker] L1:반칼 자유형 홀로그램스티커 별색인쇄(옵션)_화이트=화이트인쇄(단면) → 별색(화이트) 공정 PROC_000008(자식 leaf 적재 R-PROC-4). 홀로그램원단 underbase (R1/G-SK-1)
PRD_000056,PROC_000008,,N,2,2026-06-05 00:00:00,,[sticker] L1:낱장 자유형 투명스티커 별색인쇄(옵션)_화이트=화이트인쇄(단면) → 별색(화이트) 공정 PROC_000008(자식 leaf 적재 R-PROC-4). 투명전용지 underbase (R1/G-SK-1)
PRD_000122,PROC_000008,,N,10,2026-06-05 00:00:00,,[silsa] L1:접착투명포스터 화이트별색(옵션)=단면 → 화이트별색 공정 PROC_000008 (R2/G-SL-2). 투명소재 화이트 underbase=도메인 필수(entity-model §3-2). 라이브 122 process 0행 확인. 봉제/타공/족자/부착/코팅 재적재 없음(G-SL-5 모범 기적재 정상)
PRD_000146,PROC_000002,,Y,5,2026-06-05 00:00:00,,"[acrylic] L1:아크릴키링 인쇄사양=배면양면 → UV PROC_000002 변형 enum (print_side 오적재 정정, G-AC-5/§3)"
PRD_000147,PROC_000002,,Y,5,2026-06-05 00:00:00,,"[acrylic] L1:아크릴마그넷 인쇄사양=풀빼다 → UV PROC_000002 변형 enum (print_side 오적재 정정, G-AC-5/§3)"
PRD_000147,PROC_000081,,N,19,2026-06-05 00:00:00,,"[acrylic] L1:아크릴마그넷 가공=자석부착 → 부착 PROC_000081 (대상 param, G-AC-4/C-6)"
PRD_000148,PROC_000002,,Y,5,2026-06-05 00:00:00,,"[acrylic] L1:아크릴뱃지 인쇄사양=풀빼다 → UV PROC_000002 변형 enum (print_side 오적재 정정, G-AC-5/§3)"
PRD_000149,PROC_000002,,Y,5,2026-06-05 00:00:00,,"[acrylic] L1:아크릴집게 인쇄사양=풀빼다 → UV PROC_000002 변형 enum (print_side 오적재 정정, G-AC-5/§3)"
PRD_000150,PROC_000002,,Y,5,2026-06-05 00:00:00,,"[acrylic] L1:아크릴스마트톡 인쇄사양=투명테두리 → UV PROC_000002 변형 enum (print_side 오적재 정정, G-AC-5/§3)"
PRD_000151,PROC_000002,,Y,5,2026-06-05 00:00:00,,"[acrylic] L1:맥세이프 스마트톡 인쇄사양=투명테두리 → UV PROC_000002 변형 enum (print_side 오적재 정정, G-AC-5/§3)"
PRD_000152,PROC_000002,,Y,5,2026-06-05 00:00:00,,"[acrylic] L1:아크릴명찰 인쇄사양=풀빼다 → UV PROC_000002 변형 enum (print_side 오적재 정정, G-AC-5/§3)"
PRD_000155,PROC_000002,,Y,5,2026-06-05 00:00:00,,"[acrylic] L1:아크릴볼펜 인쇄사양=풀빼다 → UV PROC_000002 변형 enum (print_side 오적재 정정, G-AC-5/§3)"
PRD_000157,PROC_000002,,Y,5,2026-06-05 00:00:00,,"[acrylic] L1:아크릴네임택 인쇄사양=배면양면 → UV PROC_000002 변형 enum (print_side 오적재 정정, G-AC-5/§3)"
PRD_000158,PROC_000002,,Y,5,2026-06-05 00:00:00,,"[acrylic] L1:아크릴 포카키링 인쇄사양=배면양면 → UV PROC_000002 변형 enum (print_side 오적재 정정, G-AC-5/§3)"
PRD_000160,PROC_000002,,Y,5,2026-06-05 00:00:00,,"[acrylic] L1:아크릴자유형스탠드 인쇄사양=배면양면 → UV PROC_000002 변형 enum (print_side 오적재 정정, G-AC-5/§3)"
PRD_000161,PROC_000002,,Y,5,2026-06-05 00:00:00,,"[acrylic] L1:판아크릴 인쇄사양=배면양면 → UV PROC_000002 변형 enum (print_side 오적재 정정, G-AC-5/§3)"
PRD_000162,PROC_000002,,Y,5,2026-06-05 00:00:00,,"[acrylic] L1:아크릴포카스탠드 인쇄사양=배면양면 → UV PROC_000002 변형 enum (print_side 오적재 정정, G-AC-5/§3)"
PRD_000163,PROC_000002,,Y,5,2026-06-05 00:00:00,,"[acrylic] L1:아크릴미니파츠 인쇄사양=배면양면 → UV PROC_000002 변형 enum (print_side 오적재 정정, G-AC-5/§3)"
