comp_cd,siz_cd,clr_cd,mat_cd,coat_side_cnt,bdl_qty,min_qty,unit_price,note
COMP_POSTER_MINI_STANDBOARD,SIZ_000258,,,,,99,4000,"미니보드스탠딩 A4 수량≥99 완제품가[보드접착+거치대 포함] (PRD_000144, 라이브 siz A4=SIZ_000258 재사용, 완제품비.06, src B29)"
COMP_POSTER_MINI_STANDBOARD,SIZ_000315,,,,,99,5900,"미니보드스탠딩 A3 수량≥99 완제품가[보드접착+거치대 포함] (PRD_000144, 라이브 siz A3=SIZ_000315 재사용, 완제품비.06, src B29)"
COMP_POSTER_MINI_STANDBOARD,SIZ_000426,,,,,10000,2900,"미니보드스탠딩 A5 수량≥10000 완제품가[보드접착+거치대 포함] (PRD_000144, 라이브 siz A5=SIZ_000426 재사용, 완제품비.06, src B29)"
COMP_POSTER_MINI_STANDBOARD,SIZ_000258,,,,,10000,3800,"미니보드스탠딩 A4 수량≥10000 완제품가[보드접착+거치대 포함] (PRD_000144, 라이브 siz A4=SIZ_000258 재사용, 완제품비.06, src B29)"
COMP_POSTER_MINI_STANDBOARD,SIZ_000315,,,,,10000,5500,"미니보드스탠딩 A3 수량≥10000 완제품가[보드접착+거치대 포함] (PRD_000144, 라이브 siz A3=SIZ_000315 재사용, 완제품비.06, src B29)"
COMP_POSTER_MINI_BANNER,SIZ_000028,,,,,4,6500,"미니배너 150x300 mm 수량≥4 완제품가[출력+코팅+거치대 포함가] (PRD_000145, 라이브 siz 150x300=SIZ_000028 재사용, 완제품비.06, src B31)"
COMP_POSTER_MINI_BANNER,SIZ_000328,,,,,4,6500,"미니배너 180x420 mm 수량≥4 완제품가[출력+코팅+거치대 포함가] (PRD_000145, 라이브 siz 180x420=SIZ_000328 재사용, 완제품비.06, src B31)"
COMP_POSTER_MINI_BANNER,SIZ_000028,,,,,19,4900,"미니배너 150x300 mm 수량≥19 완제품가[출력+코팅+거치대 포함가] (PRD_000145, 라이브 siz 150x300=SIZ_000028 재사용, 완제품비.06, src B31)"
COMP_POSTER_MINI_BANNER,SIZ_000328,,,,,19,4900,"미니배너 180x420 mm 수량≥19 완제품가[출력+코팅+거치대 포함가] (PRD_000145, 라이브 siz 180x420=SIZ_000328 재사용, 완제품비.06, src B31)"
COMP_POSTER_MINI_BANNER,SIZ_000028,,,,,49,4200,"미니배너 150x300 mm 수량≥49 완제품가[출력+코팅+거치대 포함가] (PRD_000145, 라이브 siz 150x300=SIZ_000028 재사용, 완제품비.06, src B31)"
COMP_POSTER_MINI_BANNER,SIZ_000328,,,,,49,4200,"미니배너 180x420 mm 수량≥49 완제품가[출력+코팅+거치대 포함가] (PRD_000145, 라이브 siz 180x420=SIZ_000328 재사용, 완제품비.06, src B31)"
COMP_POSTER_MINI_BANNER,SIZ_000028,,,,,99,3500,"미니배너 150x300 mm 수량≥99 완제품가[출력+코팅+거치대 포함가] (PRD_000145, 라이브 siz 150x300=SIZ_000028 재사용, 완제품비.06, src B31)"
COMP_POSTER_MINI_BANNER,SIZ_000328,,,,,99,3500,"미니배너 180x420 mm 수량≥99 완제품가[출력+코팅+거치대 포함가] (PRD_000145, 라이브 siz 180x420=SIZ_000328 재사용, 완제품비.06, src B31)"
COMP_POSTER_MINI_BANNER,SIZ_000028,,,,,10000,2800,"미니배너 150x300 mm 수량≥10000 완제품가[출력+코팅+거치대 포함가] (PRD_000145, 라이브 siz 150x300=SIZ_000028 재사용, 완제품비.06, src B31)"
COMP_POSTER_MINI_BANNER,SIZ_000328,,,,,10000,2800,"미니배너 180x420 mm 수량≥10000 완제품가[출력+코팅+거치대 포함가] (PRD_000145, 라이브 siz 180x420=SIZ_000328 재사용, 완제품비.06, src B31)"
